AMDDevice: opening 0 with target (11, 0, 0) arch gfx1100
opened device AMD from pid:84775
opened device DISK:/home/ubuntu/models/Qwen3-14B-Q4_K_M.gguf from pid:84775
*** AMD        1 copy    8.38 GB,     AMD <- DISK:/h            arg  2 mem   9.00 GB tm   4763.50ms/  4763.50ms (      0 GFLOPS    2|2      GB/s)
opened device PYTHON from pid:84775
scheduled     2 kernels in    12.74 ms | CACHE MISS 6ad19580 |   29292 uops in cache | <frozen runpy>:88
*** AMD     3319 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  18.05 GB tm      6.72us/  9409.49ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3320 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  18.05 GB tm      5.56us/  9409.50ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3321 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  18.05 GB tm      6.12us/  9409.50ms (      2 GFLOPS    8|8      GB/s)
*** AMD     3322 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  18.05 GB tm    565.16us/  9410.07ms (    398 GFLOPS   27|78     GB/s)
*** AMD     3323 r_toks_16_320n1                                arg  2 mem  18.05 GB tm     15.76us/  9410.09ms (      1 GFLOPS    1|1      GB/s)
*** AMD     3324 E_toks_80_16_4n1                               arg  4 mem  18.05 GB tm      6.12us/  9410.09ms (      8 GFLOPS   10|11     GB/s)
*** AMD     3325 r_toks_272_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    654.08us/  9410.75ms (   1170 GFLOPS   78|228    GB/s)
*** AMD     3326 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  18.05 GB tm    646.36us/  9411.39ms (   1184 GFLOPS   79|231    GB/s)
*** AMD     3327 r_toks_80_16_4_68_4_2_32                       arg  4 mem  18.05 GB tm   1796.68us/  9413.19ms (    426 GFLOPS   29|83     GB/s)
*** AMD     3328 r_toks_16_320                                  arg  2 mem  18.05 GB tm     14.60us/  9413.20ms (      1 GFLOPS    1|1      GB/s)
*** AMD     3329 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  18.05 GB tm      6.76us/  9413.21ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3330 r_toks_toks                                    arg  1 mem  18.05 GB tm      5.60us/  9413.22ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3331 E_toks_80_16_4                                 arg  4 mem  18.05 GB tm      5.36us/  9413.22ms (      9 GFLOPS   11|12     GB/s)
*** AMD     3332 E_toks_(start_pos+toks)                        arg  3 mem  18.05 GB tm      5.12us/  9413.23ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3333 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  18.05 GB tm    502.80us/  9413.73ms (    448 GFLOPS   31|87     GB/s)
*** AMD     3334 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    476.92us/  9414.21ms (     94 GFLOPS    8|18     GB/s)
*** AMD     3335 r_40_toks_16_8                                 arg  2 mem  18.05 GB tm      5.64us/  9414.21ms (      4 GFLOPS    4|12     GB/s)
*** AMD     3336 r_8_toks_16_8                                  arg  2 mem  18.05 GB tm      5.60us/  9414.22ms (      1 GFLOPS    1|2      GB/s)
*** AMD     3337 E_5_toks_2_2_16_4_4                            arg  4 mem  18.05 GB tm      5.64us/  9414.22ms (      3 GFLOPS    8|8      GB/s)
*** AMD     3338 E_toks_8_2_16_4                                arg  4 mem  18.05 GB tm      5.36us/  9414.23ms (      1 GFLOPS    2|2      GB/s)
*** AMD     3339 E_5_toks_8_2_16_4n1                            arg  3 mem  18.05 GB tm      7.88us/  9414.24ms (      6 GFLOPS   16|16     GB/s)
*** AMD     3340 r_toks_8_8_16_2_20_4_2_32n1                    arg  5 mem  18.05 GB tm    146.68us/  9414.38ms (    307 GFLOPS   25|167    GB/s)
*** AMD     3341 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  18.05 GB tm      5.96us/  9414.39ms (      4 GFLOPS    8|15     GB/s)
*** AMD     3342 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  18.05 GB tm      6.24us/  9414.39ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3343 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  18.05 GB tm      5.80us/  9414.40ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3344 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  18.05 GB tm      6.60us/  9414.41ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3345 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  18.05 GB tm      5.56us/  9414.41ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3346 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  18.05 GB tm      6.16us/  9414.42ms (      2 GFLOPS    7|7      GB/s)
*** AMD     3347 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  18.05 GB tm    569.44us/  9414.99ms (    395 GFLOPS   27|77     GB/s)
*** AMD     3348 r_toks_16_320n1                                arg  2 mem  18.05 GB tm     15.88us/  9415.00ms (      1 GFLOPS    1|1      GB/s)
*** AMD     3349 E_toks_80_16_4n1                               arg  4 mem  18.05 GB tm      6.08us/  9415.01ms (      8 GFLOPS   10|11     GB/s)
*** AMD     3350 r_toks_272_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    648.12us/  9415.66ms (   1181 GFLOPS   78|230    GB/s)
*** AMD     3351 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  18.05 GB tm    646.24us/  9416.30ms (   1184 GFLOPS   79|231    GB/s)
*** AMD     3352 r_toks_80_16_4_68_4_2_32                       arg  4 mem  18.05 GB tm   1822.36us/  9418.13ms (    420 GFLOPS   29|82     GB/s)
*** AMD     3353 r_toks_16_320                                  arg  2 mem  18.05 GB tm     14.80us/  9418.14ms (      1 GFLOPS    1|1      GB/s)
*** AMD     3354 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  18.05 GB tm      6.72us/  9418.15ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3355 r_toks_toks                                    arg  1 mem  18.05 GB tm      5.60us/  9418.15ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3356 E_toks_80_16_4                                 arg  4 mem  18.05 GB tm      5.28us/  9418.16ms (      9 GFLOPS   12|13     GB/s)
*** AMD     3357 E_toks_(start_pos+toks)                        arg  3 mem  18.05 GB tm      5.24us/  9418.16ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3358 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  18.05 GB tm    502.16us/  9418.67ms (    448 GFLOPS   31|87     GB/s)
*** AMD     3359 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    482.88us/  9419.15ms (     93 GFLOPS    7|18     GB/s)
*** AMD     3360 r_40_toks_16_8                                 arg  2 mem  18.05 GB tm      5.64us/  9419.16ms (      4 GFLOPS    4|12     GB/s)
*** AMD     3361 r_8_toks_16_8                                  arg  2 mem  18.05 GB tm      5.64us/  9419.16ms (      1 GFLOPS    1|2      GB/s)
*** AMD     3362 E_5_toks_2_2_16_4_4                            arg  4 mem  18.05 GB tm      5.60us/  9419.17ms (      3 GFLOPS    8|8      GB/s)
*** AMD     3363 E_toks_8_2_16_4                                arg  4 mem  18.05 GB tm      5.28us/  9419.17ms (      1 GFLOPS    2|2      GB/s)
*** AMD     3364 E_5_toks_8_2_16_4n1                            arg  3 mem  18.05 GB tm      7.84us/  9419.18ms (      6 GFLOPS   16|16     GB/s)
*** AMD     3365 r_toks_8_8_16_2_20_2_2_2_32n1                  arg  5 mem  18.05 GB tm    259.76us/  9419.44ms (    222 GFLOPS   19|108    GB/s)
*** AMD     3366 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  18.05 GB tm      5.96us/  9419.45ms (      4 GFLOPS    8|15     GB/s)
*** AMD     3367 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  18.05 GB tm      6.20us/  9419.45ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3368 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  18.05 GB tm      5.84us/  9419.46ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3369 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  18.05 GB tm      6.56us/  9419.46ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3370 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  18.05 GB tm      5.56us/  9419.47ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3371 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  18.05 GB tm      6.20us/  9419.48ms (      2 GFLOPS    7|7      GB/s)
*** AMD     3372 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  18.05 GB tm    564.12us/  9420.04ms (    399 GFLOPS   27|78     GB/s)
*** AMD     3373 r_toks_16_320n1                                arg  2 mem  18.05 GB tm     15.80us/  9420.06ms (      1 GFLOPS    1|1      GB/s)
*** AMD     3374 E_toks_80_16_4n1                               arg  4 mem  18.05 GB tm      5.92us/  9420.06ms (      8 GFLOPS   10|11     GB/s)
*** AMD     3375 r_toks_272_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    649.36us/  9420.71ms (   1179 GFLOPS   78|230    GB/s)
*** AMD     3376 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  18.05 GB tm    651.24us/  9421.36ms (   1175 GFLOPS   78|229    GB/s)
*** AMD     3377 r_toks_80_16_4_68_2_2_2_32                     arg  4 mem  18.05 GB tm   2348.56us/  9423.71ms (    418 GFLOPS   32|88     GB/s)
*** AMD     3378 r_toks_16_320                                  arg  2 mem  18.05 GB tm     13.80us/  9423.72ms (      1 GFLOPS    1|2      GB/s)
*** AMD     3379 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  18.05 GB tm      6.32us/  9423.73ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3380 r_toks_toks                                    arg  1 mem  18.05 GB tm      5.20us/  9423.74ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3381 E_toks_80_16_4                                 arg  4 mem  18.05 GB tm      4.92us/  9423.74ms (      9 GFLOPS   13|14     GB/s)
*** AMD     3382 E_toks_(start_pos+toks)                        arg  3 mem  18.05 GB tm      4.80us/  9423.75ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3383 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  18.05 GB tm    473.40us/  9424.22ms (    475 GFLOPS   33|93     GB/s)
*** AMD     3384 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    465.16us/  9424.68ms (     97 GFLOPS    8|19     GB/s)
*** AMD     3385 r_40_toks_16_8                                 arg  2 mem  18.05 GB tm      5.56us/  9424.69ms (      4 GFLOPS    4|12     GB/s)
*** AMD     3386 r_8_toks_16_8                                  arg  2 mem  18.05 GB tm      5.52us/  9424.70ms (      1 GFLOPS    1|2      GB/s)
*** AMD     3387 E_5_toks_2_2_16_4_4                            arg  4 mem  18.05 GB tm      5.72us/  9424.70ms (      3 GFLOPS    8|8      GB/s)
*** AMD     3388 E_toks_8_2_16_4                                arg  4 mem  18.05 GB tm      5.24us/  9424.71ms (      1 GFLOPS    2|2      GB/s)
*** AMD     3389 E_5_toks_8_2_16_4n1                            arg  3 mem  18.05 GB tm      7.88us/  9424.71ms (      6 GFLOPS   16|16     GB/s)
*** AMD     3390 r_toks_8_8_16_2_20_4_2_32n1                    arg  5 mem  18.05 GB tm    144.32us/  9424.86ms (    312 GFLOPS   25|170    GB/s)
*** AMD     3391 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  18.05 GB tm      5.56us/  9424.86ms (      4 GFLOPS    8|16     GB/s)
*** AMD     3392 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  18.05 GB tm      5.84us/  9424.87ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3393 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  18.05 GB tm      5.44us/  9424.88ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3394 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  18.05 GB tm      6.60us/  9424.88ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3395 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  18.05 GB tm      5.48us/  9424.89ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3396 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  18.05 GB tm      6.08us/  9424.89ms (      2 GFLOPS    8|8      GB/s)
*** AMD     3397 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  18.05 GB tm    553.84us/  9425.45ms (    406 GFLOPS   28|79     GB/s)
*** AMD     3398 r_toks_16_320n1                                arg  2 mem  18.05 GB tm     15.64us/  9425.46ms (      1 GFLOPS    1|1      GB/s)
*** AMD     3399 E_toks_80_16_4n1                               arg  4 mem  18.05 GB tm      6.00us/  9425.47ms (      8 GFLOPS   10|11     GB/s)
*** AMD     3400 r_toks_272_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    635.80us/  9426.10ms (   1204 GFLOPS   80|234    GB/s)
*** AMD     3401 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  18.05 GB tm    639.84us/  9426.74ms (   1196 GFLOPS   80|233    GB/s)
*** AMD     3402 r_toks_80_16_4_68_4_2_32                       arg  4 mem  18.05 GB tm   1778.48us/  9428.52ms (    430 GFLOPS   29|84     GB/s)
*** AMD     3403 r_toks_16_320                                  arg  2 mem  18.05 GB tm     13.96us/  9428.54ms (      1 GFLOPS    1|2      GB/s)
*** AMD     3404 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  18.05 GB tm      6.60us/  9428.54ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3405 r_toks_toks                                    arg  1 mem  18.05 GB tm      5.20us/  9428.55ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3406 E_toks_80_16_4                                 arg  4 mem  18.05 GB tm      5.24us/  9428.55ms (      9 GFLOPS   12|13     GB/s)
*** AMD     3407 E_toks_(start_pos+toks)                        arg  3 mem  18.05 GB tm      4.80us/  9428.56ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3408 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  18.05 GB tm    491.56us/  9429.05ms (    458 GFLOPS   31|89     GB/s)
*** AMD     3409 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    477.96us/  9429.53ms (     94 GFLOPS    8|18     GB/s)
*** AMD     3410 r_40_toks_16_8                                 arg  2 mem  18.05 GB tm      5.68us/  9429.53ms (      4 GFLOPS    4|12     GB/s)
*** AMD     3411 r_8_toks_16_8                                  arg  2 mem  18.05 GB tm      5.60us/  9429.54ms (      1 GFLOPS    1|2      GB/s)
*** AMD     3412 E_5_toks_2_2_16_4_4                            arg  4 mem  18.05 GB tm      5.60us/  9429.55ms (      3 GFLOPS    8|8      GB/s)
*** AMD     3413 E_toks_8_2_16_4                                arg  4 mem  18.05 GB tm      5.24us/  9429.55ms (      1 GFLOPS    2|2      GB/s)
*** AMD     3414 E_5_toks_8_2_16_4n1                            arg  3 mem  18.05 GB tm      7.88us/  9429.56ms (      6 GFLOPS   16|16     GB/s)
*** AMD     3415 r_toks_8_8_16_2_20_4_2_32n1                    arg  5 mem  18.05 GB tm    147.12us/  9429.71ms (    306 GFLOPS   25|167    GB/s)
*** AMD     3416 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  18.05 GB tm      5.64us/  9429.71ms (      4 GFLOPS    8|16     GB/s)
*** AMD     3417 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  18.05 GB tm      5.88us/  9429.72ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3418 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  18.05 GB tm      5.52us/  9429.72ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3419 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  18.05 GB tm      6.80us/  9429.73ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3420 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  18.05 GB tm      5.64us/  9429.73ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3421 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  18.05 GB tm      6.16us/  9429.74ms (      2 GFLOPS    7|7      GB/s)
*** AMD     3422 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  18.05 GB tm    567.80us/  9430.31ms (    396 GFLOPS   27|77     GB/s)
*** AMD     3423 r_toks_16_320n1                                arg  2 mem  18.05 GB tm     15.96us/  9430.32ms (      1 GFLOPS    1|1      GB/s)
*** AMD     3424 E_toks_80_16_4n1                               arg  4 mem  18.05 GB tm      5.92us/  9430.33ms (      8 GFLOPS   10|11     GB/s)
*** AMD     3425 r_toks_272_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    635.28us/  9430.97ms (   1205 GFLOPS   80|235    GB/s)
*** AMD     3426 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  18.05 GB tm    640.56us/  9431.61ms (   1195 GFLOPS   80|233    GB/s)
*** AMD     3427 r_toks_80_16_4_68_4_2_32                       arg  4 mem  18.05 GB tm   1794.24us/  9433.40ms (    427 GFLOPS   29|83     GB/s)
*** AMD     3428 r_toks_16_320                                  arg  2 mem  18.05 GB tm     14.72us/  9433.42ms (      1 GFLOPS    1|1      GB/s)
*** AMD     3429 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  18.05 GB tm      6.76us/  9433.42ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3430 r_toks_toks                                    arg  1 mem  18.05 GB tm      5.56us/  9433.43ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3431 E_toks_80_16_4                                 arg  4 mem  18.05 GB tm      5.28us/  9433.43ms (      9 GFLOPS   12|13     GB/s)
*** AMD     3432 E_toks_(start_pos+toks)                        arg  3 mem  18.05 GB tm      5.16us/  9433.44ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3433 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  18.05 GB tm    501.84us/  9433.94ms (    448 GFLOPS   31|87     GB/s)
*** AMD     3434 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    468.04us/  9434.41ms (     96 GFLOPS    8|19     GB/s)
*** AMD     3435 r_40_toks_16_8                                 arg  2 mem  18.05 GB tm      5.60us/  9434.41ms (      4 GFLOPS    4|12     GB/s)
*** AMD     3436 r_8_toks_16_8                                  arg  2 mem  18.05 GB tm      5.64us/  9434.42ms (      1 GFLOPS    1|2      GB/s)
*** AMD     3437 E_5_toks_2_2_16_4_4                            arg  4 mem  18.05 GB tm      5.64us/  9434.43ms (      3 GFLOPS    8|8      GB/s)
*** AMD     3438 E_toks_8_2_16_4                                arg  4 mem  18.05 GB tm      5.20us/  9434.43ms (      1 GFLOPS    2|2      GB/s)
*** AMD     3439 E_5_toks_8_2_16_4n1                            arg  3 mem  18.05 GB tm      7.96us/  9434.44ms (      6 GFLOPS   15|15     GB/s)
*** AMD     3440 r_toks_8_8_16_2_20_2_2_2_32n1                  arg  5 mem  18.05 GB tm    251.12us/  9434.69ms (    230 GFLOPS   20|111    GB/s)
*** AMD     3441 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  18.05 GB tm      5.72us/  9434.70ms (      4 GFLOPS    8|16     GB/s)
*** AMD     3442 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  18.05 GB tm      6.08us/  9434.70ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3443 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  18.05 GB tm      5.56us/  9434.71ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3444 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  18.05 GB tm      6.36us/  9434.71ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3445 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  18.05 GB tm      5.72us/  9434.72ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3446 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  18.05 GB tm      6.36us/  9434.73ms (      2 GFLOPS    7|7      GB/s)
*** AMD     3447 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  18.05 GB tm    570.60us/  9435.30ms (    394 GFLOPS   27|77     GB/s)
*** AMD     3448 r_toks_16_320n1                                arg  2 mem  18.05 GB tm     15.96us/  9435.31ms (      1 GFLOPS    1|1      GB/s)
*** AMD     3449 E_toks_80_16_4n1                               arg  4 mem  18.05 GB tm      6.04us/  9435.32ms (      8 GFLOPS   10|11     GB/s)
*** AMD     3450 r_toks_272_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    651.00us/  9435.97ms (   1176 GFLOPS   78|229    GB/s)
*** AMD     3451 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  18.05 GB tm    646.32us/  9436.62ms (   1184 GFLOPS   79|231    GB/s)
*** AMD     3452 r_toks_80_16_4_68_2_2_2_32                     arg  4 mem  18.05 GB tm   2340.84us/  9438.96ms (    419 GFLOPS   32|88     GB/s)
*** AMD     3453 r_toks_16_320                                  arg  2 mem  18.05 GB tm     14.40us/  9438.97ms (      1 GFLOPS    1|2      GB/s)
*** AMD     3454 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  18.05 GB tm      6.56us/  9438.98ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3455 r_toks_toks                                    arg  1 mem  18.05 GB tm      5.40us/  9438.98ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3456 E_toks_80_16_4                                 arg  4 mem  18.05 GB tm      5.08us/  9438.99ms (      9 GFLOPS   12|13     GB/s)
*** AMD     3457 E_toks_(start_pos+toks)                        arg  3 mem  18.05 GB tm      5.04us/  9438.99ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3458 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  18.05 GB tm    500.72us/  9439.49ms (    450 GFLOPS   31|88     GB/s)
*** AMD     3459 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    468.12us/  9439.96ms (     96 GFLOPS    8|19     GB/s)
*** AMD     3460 r_40_toks_16_8                                 arg  2 mem  18.05 GB tm      5.60us/  9439.97ms (      4 GFLOPS    4|12     GB/s)
*** AMD     3461 r_8_toks_16_8                                  arg  2 mem  18.05 GB tm      5.64us/  9439.97ms (      1 GFLOPS    1|2      GB/s)
*** AMD     3462 E_5_toks_2_2_16_4_4                            arg  4 mem  18.05 GB tm      5.48us/  9439.98ms (      4 GFLOPS    9|9      GB/s)
*** AMD     3463 E_toks_8_2_16_4                                arg  4 mem  18.05 GB tm      5.08us/  9439.98ms (      1 GFLOPS    2|3      GB/s)
*** AMD     3464 E_5_toks_8_2_16_4n1                            arg  3 mem  18.05 GB tm      7.72us/  9439.99ms (      6 GFLOPS   16|16     GB/s)
*** AMD     3465 r_toks_8_8_16_2_20_4_2_32n1                    arg  5 mem  18.05 GB tm    143.40us/  9440.13ms (    314 GFLOPS   25|171    GB/s)
*** AMD     3466 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  18.05 GB tm      5.72us/  9440.14ms (      4 GFLOPS    8|16     GB/s)
*** AMD     3467 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  18.05 GB tm      5.96us/  9440.15ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3468 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  18.05 GB tm      5.60us/  9440.15ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3469 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  18.05 GB tm      6.36us/  9440.16ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3470 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  18.05 GB tm      5.32us/  9440.16ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3471 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  18.05 GB tm      5.88us/  9440.17ms (      2 GFLOPS    8|8      GB/s)
*** AMD     3472 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  18.05 GB tm    578.24us/  9440.75ms (    389 GFLOPS   27|76     GB/s)
*** AMD     3473 r_toks_16_320n1                                arg  2 mem  18.05 GB tm     15.88us/  9440.76ms (      1 GFLOPS    1|1      GB/s)
*** AMD     3474 E_toks_80_16_4n1                               arg  4 mem  18.05 GB tm      6.04us/  9440.77ms (      8 GFLOPS   10|11     GB/s)
*** AMD     3475 r_toks_272_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    652.16us/  9441.42ms (   1174 GFLOPS   78|229    GB/s)
*** AMD     3476 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  18.05 GB tm    649.72us/  9442.07ms (   1178 GFLOPS   78|230    GB/s)
*** AMD     3477 r_toks_80_16_4_68_4_2_32                       arg  4 mem  18.05 GB tm   1808.12us/  9443.88ms (    423 GFLOPS   29|82     GB/s)
*** AMD     3478 r_toks_16_320                                  arg  2 mem  18.05 GB tm     14.60us/  9443.89ms (      1 GFLOPS    1|1      GB/s)
*** AMD     3479 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  18.05 GB tm      6.80us/  9443.90ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3480 r_toks_toks                                    arg  1 mem  18.05 GB tm      5.48us/  9443.91ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3481 E_toks_80_16_4                                 arg  4 mem  18.05 GB tm      5.24us/  9443.91ms (      9 GFLOPS   12|13     GB/s)
*** AMD     3482 E_toks_(start_pos+toks)                        arg  3 mem  18.05 GB tm      5.08us/  9443.92ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3483 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  18.05 GB tm    509.08us/  9444.43ms (    442 GFLOPS   30|86     GB/s)
*** AMD     3484 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    482.76us/  9444.91ms (     93 GFLOPS    7|18     GB/s)
*** AMD     3485 r_40_toks_16_8                                 arg  2 mem  18.05 GB tm      5.64us/  9444.91ms (      4 GFLOPS    4|12     GB/s)
*** AMD     3486 r_8_toks_16_8                                  arg  2 mem  18.05 GB tm      5.52us/  9444.92ms (      1 GFLOPS    1|2      GB/s)
*** AMD     3487 E_5_toks_2_2_16_4_4                            arg  4 mem  18.05 GB tm      5.52us/  9444.92ms (      3 GFLOPS    8|8      GB/s)
*** AMD     3488 E_toks_8_2_16_4                                arg  4 mem  18.05 GB tm      5.12us/  9444.93ms (      1 GFLOPS    2|2      GB/s)
*** AMD     3489 E_5_toks_8_2_16_4n1                            arg  3 mem  18.05 GB tm      7.72us/  9444.94ms (      6 GFLOPS   16|16     GB/s)
*** AMD     3490 r_toks_8_8_16_2_20_4_2_32n1                    arg  5 mem  18.05 GB tm    148.80us/  9445.09ms (    303 GFLOPS   24|165    GB/s)
*** AMD     3491 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  18.05 GB tm      6.00us/  9445.09ms (      4 GFLOPS    8|15     GB/s)
*** AMD     3492 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  18.05 GB tm      6.24us/  9445.10ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3493 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  18.05 GB tm      5.84us/  9445.10ms (      0 GFLOPS    0|0      GB/s)
*** AMD     3494 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  18.05 GB tm      6.72us/  9445.11ms (      0 GFLOPS    0|0      GB/s)
