QK_GENERATED_POLICY_DEBUG loaded=bench/qk-policy-cap-20260612/32b-1536mb/policy.json entries=449
Q4K_PRIMITIVE_DEBUG installed=112 skipped_total=595 not_q4_k=322 policy_fused=272 policy_missing=1
Q4K_PRIMITIVE_DEBUG installed_linears blk.0.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.1.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.2.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.3.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.4.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.5.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.6.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.7.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] ...+104
Q6K_PRIMITIVE_DEBUG installed=32 skipped_total=675 not_q6_k=642 policy_fused=33
Q6K_PRIMITIVE_DEBUG installed_linears blk.0.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.1.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.2.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.3.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.4.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.5.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.6.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.7.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] ...+24
using model "Qwen3 32B Awq Compatible Instruct" with 19,762,149,024 bytes and 32,762,123,264 params
scheduled     3 kernels in    12.60 ms | CACHE MISS 50c9ac64 |   47654 uops in cache | <frozen runpy>:88
scheduled    25 kernels in   365.42 ms | CACHE MISS fe198419 |   69856 uops in cache | <frozen runpy>:88
scheduled    25 kernels in   258.18 ms | CACHE MISS 019a16cd |   71234 uops in cache | <frozen runpy>:88
scheduled   977 kernels in  4392.97 ms | CACHE MISS 4063148b |   79485 uops in cache | <frozen runpy>:88
memory reduced from 7359.63 MB -> 70.00 MB, 1928 -> 1 bufs
scheduled    20 kernels in   223.60 ms | CACHE MISS fdea76a4 |  100559 uops in cache | <frozen runpy>:88
scheduled    21 kernels in   157.58 ms | CACHE MISS 19ae0c46 |  101068 uops in cache | <frozen runpy>:88
scheduled    20 kernels in   166.02 ms | CACHE MISS 2fb5afe6 |  101637 uops in cache | <frozen runpy>:88
scheduled    74 kernels in   141.37 ms | CACHE MISS e3e5204f |  102255 uops in cache | <frozen runpy>:88
memory reduced from 157.04 MB -> 2.16 MB, 1030 -> 1 bufs
scheduled     3 kernels in     1.55 ms |  cache hit 50c9ac64 |  122347 uops in cache | <frozen runpy>:88
233.21 ms,   4.29 tok/s,   85.17 GB/s, 19861/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first
233.95 ms,   4.27 tok/s,   84.92 GB/s, 19866/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first
234.77 ms,   4.26 tok/s,   84.64 GB/s, 19871/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2
233.98 ms,   4.27 tok/s,   84.95 GB/s, 19876/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n
233.91 ms,   4.28 tok/s,   85.00 GB/s, 19881/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms
233.89 ms,   4.28 tok/s,   85.02 GB/s, 19886/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is
234.69 ms,   4.26 tok/s,   84.76 GB/s, 19891/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is
234.13 ms,   4.27 tok/s,   84.98 GB/s, 19896/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1
234.27 ms,   4.27 tok/s,   84.95 GB/s, 19901/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 10
238.36 ms,   4.20 tok/s,   83.51 GB/s, 19906/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 100
233.49 ms,   4.28 tok/s,   85.28 GB/s, 19911/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000
241.12 ms,   4.15 tok/s,   82.60 GB/s, 19915/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000.
248.32 ms,   4.03 tok/s,   80.22 GB/s, 19920/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm
237.60 ms,   4.21 tok/s,   83.86 GB/s, 19925/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm,
236.78 ms,   4.22 tok/s,   84.17 GB/s, 19930/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic
234.68 ms,   4.26 tok/s,   84.95 GB/s, 19935/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences
234.51 ms,   4.26 tok/s,   85.03 GB/s, 19940/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences...
235.27 ms,   4.25 tok/s,   84.78 GB/s, 19945/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences... Let
233.59 ms,   4.28 tok/s,   85.41 GB/s, 19950/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences... Let me
234.81 ms,   4.26 tok/s,   84.98 GB/s, 19955/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences... Let me recall
234.78 ms,   4.26 tok/s,   85.02 GB/s, 19960/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences... Let me recall the
234.08 ms,   4.27 tok/s,   85.29 GB/s, 19965/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences... Let me recall the formula
247.77 ms,   4.04 tok/s,   80.60 GB/s, 19970/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences... Let me recall the formula for
264.68 ms,   3.78 tok/s,   75.47 GB/s, 19974/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences... Let me recall the formula for the
234.56 ms,   4.26 tok/s,   85.18 GB/s, 19979/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences... Let me recall the formula for the sum
234.63 ms,   4.26 tok/s,   85.18 GB/s, 19984/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences... Let me recall the formula for the sum of
241.83 ms,   4.14 tok/s,   82.66 GB/s, 19989/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences... Let me recall the formula for the sum of the
234.65 ms,   4.26 tok/s,   85.21 GB/s, 19994/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences... Let me recall the formula for the sum of the first
235.42 ms,   4.25 tok/s,   84.95 GB/s, 19999/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences... Let me recall the formula for the sum of the first k
234.87 ms,   4.26 tok/s,   85.17 GB/s, 20004/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences... Let me recall the formula for the sum of the first k terms
234.13 ms,   4.27 tok/s,   85.46 GB/s, 20009/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences... Let me recall the formula for the sum of the first k terms of
235.17 ms,   4.25 tok/s,   85.11 GB/s, 20014/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences... Let me recall the formula for the sum of the first k terms of an
237.47 ms,   4.21 tok/s,   84.30 GB/s, 20019/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences... Let me recall the formula for the sum of the first k terms of an arithmetic
237.05 ms,   4.22 tok/s,   84.47 GB/s, 20024/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the first 2n terms is 1000. Hmm, arithmetic sequences... Let me recall the formula for the sum of the first k terms of an arithmetic sequence
