AMDDevice: opening 0 with target (11, 0, 0) arch gfx1100
opened device AMD from pid:28193
opened device DISK:/home/ubuntu/models/Qwen3-14B-Q4_K_M.gguf from pid:28193
*** AMD        1 copy    8.38 GB,     AMD <- DISK:/h            arg  2 mem   9.00 GB tm   4873.56ms/  4873.56ms (      0 GFLOPS    2|2      GB/s)
opened device PYTHON from pid:28193
scheduled     2 kernels in    12.64 ms | CACHE MISS 6ad19580 |   29292 uops in cache | <frozen runpy>:88
*** AMD      517 E_toks_(start_pos+toks)                        arg  3 mem  16.84 GB tm      5.08us/  9089.89ms (      0 GFLOPS    0|0      GB/s)
*** AMD      518 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  16.84 GB tm    519.00us/  9090.41ms (    434 GFLOPS   30|84     GB/s)
*** AMD      519 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  16.84 GB tm    516.48us/  9090.92ms (     87 GFLOPS    7|17     GB/s)
*** AMD      520 r_40_toks_16_8                                 arg  2 mem  16.84 GB tm      6.00us/  9090.93ms (      4 GFLOPS    4|11     GB/s)
*** AMD      521 r_8_toks_16_8                                  arg  2 mem  16.84 GB tm      6.04us/  9090.93ms (      1 GFLOPS    1|2      GB/s)
*** AMD      522 E_5_toks_2_2_16_4_4                            arg  4 mem  16.84 GB tm      5.96us/  9090.94ms (      3 GFLOPS    8|8      GB/s)
*** AMD      523 E_toks_8_2_16_4                                arg  4 mem  16.84 GB tm      5.60us/  9090.95ms (      1 GFLOPS    2|2      GB/s)
*** AMD      524 E_5_toks_8_2_16_4                              arg  3 mem  16.84 GB tm      8.40us/  9090.95ms (      5 GFLOPS   15|15     GB/s)
*** AMD      525 r_toks_8_8_16_2_20_2_2_2_32                    arg  5 mem  16.87 GB tm    262.40us/  9091.22ms (    220 GFLOPS   19|106    GB/s)
*** AMD      526 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  16.87 GB tm      5.96us/  9091.22ms (      4 GFLOPS    8|15     GB/s)
*** AMD      527 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  16.87 GB tm      6.40us/  9091.23ms (      0 GFLOPS    0|0      GB/s)
*** AMD      528 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  16.87 GB tm      6.08us/  9091.23ms (      0 GFLOPS    0|0      GB/s)
*** AMD      529 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  16.87 GB tm      6.92us/  9091.24ms (      0 GFLOPS    0|0      GB/s)
*** AMD      530 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  16.87 GB tm      5.76us/  9091.25ms (      0 GFLOPS    0|0      GB/s)
*** AMD      531 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  16.87 GB tm      6.28us/  9091.25ms (      2 GFLOPS    7|7      GB/s)
*** AMD      532 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  16.87 GB tm    583.56us/  9091.84ms (    386 GFLOPS   26|75     GB/s)
*** AMD      533 r_toks_16_320n1                                arg  2 mem  16.87 GB tm     16.80us/  9091.85ms (      1 GFLOPS    1|1      GB/s)
*** AMD      534 E_toks_80_16_4n1                               arg  4 mem  16.87 GB tm      6.36us/  9091.86ms (      7 GFLOPS   10|10     GB/s)
*** AMD      535 r_toks_272_16_4_20_4_2_32                      arg  3 mem  16.87 GB tm    691.80us/  9092.55ms (   1106 GFLOPS   74|215    GB/s)
*** AMD      536 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  16.87 GB tm    691.84us/  9093.24ms (   1106 GFLOPS   74|216    GB/s)
*** AMD      537 r_toks_80_16_4_68_2_2_2_32                     arg  4 mem  16.88 GB tm   2433.96us/  9095.68ms (    403 GFLOPS   31|85     GB/s)
*** AMD      538 E_2n2                                          arg  2 mem  16.88 GB tm      5.40us/  9095.68ms (      0 GFLOPS    0|0      GB/s)
*** AMD      539 r_toks_16_320                                  arg  2 mem  16.88 GB tm     15.28us/  9095.70ms (      1 GFLOPS    1|1      GB/s)
*** AMD      540 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  16.88 GB tm      6.64us/  9095.71ms (      0 GFLOPS    0|0      GB/s)
*** AMD      541 r_toks_toks                                    arg  1 mem  16.88 GB tm      5.52us/  9095.71ms (      0 GFLOPS    0|0      GB/s)
*** AMD      542 E_toks_80_16_4                                 arg  4 mem  16.88 GB tm      5.24us/  9095.72ms (      9 GFLOPS   12|13     GB/s)
*** AMD      543 E_toks_(start_pos+toks)                        arg  3 mem  16.88 GB tm      5.00us/  9095.72ms (      0 GFLOPS    0|0      GB/s)
*** AMD      544 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  16.88 GB tm    506.68us/  9096.23ms (    444 GFLOPS   30|87     GB/s)
*** AMD      545 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  16.88 GB tm    482.56us/  9096.71ms (     93 GFLOPS    7|18     GB/s)
*** AMD      546 r_40_toks_16_8                                 arg  2 mem  16.88 GB tm      5.84us/  9096.72ms (      4 GFLOPS    4|11     GB/s)
*** AMD      547 r_8_toks_16_8                                  arg  2 mem  16.88 GB tm      5.68us/  9096.72ms (      1 GFLOPS    1|2      GB/s)
*** AMD      548 E_5_toks_2_2_16_4_4                            arg  4 mem  16.88 GB tm      5.68us/  9096.73ms (      3 GFLOPS    8|8      GB/s)
*** AMD      549 E_toks_8_2_16_4                                arg  4 mem  16.88 GB tm      5.28us/  9096.73ms (      1 GFLOPS    2|2      GB/s)
*** AMD      550 E_5_toks_8_2_16_4                              arg  3 mem  16.88 GB tm      8.00us/  9096.74ms (      6 GFLOPS   15|15     GB/s)
*** AMD      551 r_toks_8_8_16_2_20_4_2_32                      arg  5 mem  16.91 GB tm    171.64us/  9096.91ms (    262 GFLOPS   21|143    GB/s)
*** AMD      552 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  16.91 GB tm      6.72us/  9096.92ms (      3 GFLOPS    7|13     GB/s)
*** AMD      553 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  16.91 GB tm      7.00us/  9096.93ms (      0 GFLOPS    0|0      GB/s)
*** AMD      554 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  16.91 GB tm      6.56us/  9096.93ms (      0 GFLOPS    0|0      GB/s)
*** AMD      555 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  16.91 GB tm      7.36us/  9096.94ms (      0 GFLOPS    0|0      GB/s)
*** AMD      556 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  16.91 GB tm      6.16us/  9096.95ms (      0 GFLOPS    0|0      GB/s)
*** AMD      557 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  16.91 GB tm      6.84us/  9096.95ms (      1 GFLOPS    7|7      GB/s)
*** AMD      558 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  16.91 GB tm    631.64us/  9097.58ms (    356 GFLOPS   24|69     GB/s)
*** AMD      559 r_toks_16_320n1                                arg  2 mem  16.91 GB tm     17.48us/  9097.60ms (      1 GFLOPS    1|1      GB/s)
*** AMD      560 E_toks_80_16_4n1                               arg  4 mem  16.91 GB tm      6.72us/  9097.61ms (      7 GFLOPS    9|10     GB/s)
*** AMD      561 r_toks_272_16_4_20_4_2_32                      arg  3 mem  16.91 GB tm    717.32us/  9098.33ms (   1067 GFLOPS   71|208    GB/s)
*** AMD      562 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  16.91 GB tm    720.64us/  9099.05ms (   1062 GFLOPS   71|207    GB/s)
*** AMD      563 r_toks_80_16_4_68_4_2_32                       arg  4 mem  16.91 GB tm   2402.88us/  9101.45ms (    318 GFLOPS   22|62     GB/s)
*** AMD      564 E_2n3                                          arg  2 mem  16.91 GB tm     14.00us/  9101.46ms (      0 GFLOPS    0|0      GB/s)
*** AMD      565 r_toks_16_320                                  arg  2 mem  16.91 GB tm     26.92us/  9101.49ms (      0 GFLOPS    1|1      GB/s)
*** AMD      566 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  16.91 GB tm      8.24us/  9101.50ms (      0 GFLOPS    0|0      GB/s)
*** AMD      567 r_toks_toks                                    arg  1 mem  16.91 GB tm      7.72us/  9101.51ms (      0 GFLOPS    0|0      GB/s)
*** AMD      568 E_toks_80_16_4                                 arg  4 mem  16.91 GB tm      6.96us/  9101.51ms (      7 GFLOPS    9|10     GB/s)
*** AMD      569 E_toks_(start_pos+toks)                        arg  3 mem  16.91 GB tm      6.60us/  9101.52ms (      0 GFLOPS    0|0      GB/s)
*** AMD      570 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  16.91 GB tm    625.88us/  9102.15ms (    360 GFLOPS   25|70     GB/s)
*** AMD      571 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  16.91 GB tm    574.40us/  9102.72ms (     78 GFLOPS    6|15     GB/s)
*** AMD      572 r_40_toks_16_8                                 arg  2 mem  16.91 GB tm      7.48us/  9102.73ms (      3 GFLOPS    3|9      GB/s)
*** AMD      573 r_8_toks_16_8                                  arg  2 mem  16.91 GB tm      6.88us/  9102.73ms (      1 GFLOPS    1|2      GB/s)
*** AMD      574 E_5_toks_2_2_16_4_4                            arg  4 mem  16.91 GB tm      7.24us/  9102.74ms (      3 GFLOPS    6|6      GB/s)
*** AMD      575 E_toks_8_2_16_4                                arg  4 mem  16.91 GB tm      6.80us/  9102.75ms (      1 GFLOPS    1|2      GB/s)
*** AMD      576 E_5_toks_8_2_16_4                              arg  3 mem  16.91 GB tm     10.28us/  9102.76ms (      4 GFLOPS   12|12     GB/s)
*** AMD      577 r_toks_8_8_16_2_20_4_2_32                      arg  5 mem  16.94 GB tm    178.08us/  9102.94ms (    253 GFLOPS   20|138    GB/s)
*** AMD      578 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  16.94 GB tm      7.32us/  9102.94ms (      3 GFLOPS    6|12     GB/s)
*** AMD      579 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  16.94 GB tm      7.72us/  9102.95ms (      0 GFLOPS    0|0      GB/s)
*** AMD      580 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  16.94 GB tm      7.28us/  9102.96ms (      0 GFLOPS    0|0      GB/s)
*** AMD      581 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  16.94 GB tm      7.88us/  9102.97ms (      0 GFLOPS    0|0      GB/s)
*** AMD      582 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  16.94 GB tm      7.04us/  9102.97ms (      0 GFLOPS    0|0      GB/s)
*** AMD      583 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  16.94 GB tm      7.44us/  9102.98ms (      1 GFLOPS    6|6      GB/s)
*** AMD      584 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  16.94 GB tm    641.04us/  9103.62ms (    351 GFLOPS   24|68     GB/s)
*** AMD      585 r_toks_16_320n1                                arg  2 mem  16.94 GB tm     18.04us/  9103.64ms (      1 GFLOPS    1|1      GB/s)
*** AMD      586 E_toks_80_16_4n1                               arg  4 mem  16.94 GB tm      6.84us/  9103.65ms (      7 GFLOPS    9|10     GB/s)
*** AMD      587 r_toks_272_16_4_20_4_2_32                      arg  3 mem  16.94 GB tm    731.84us/  9104.38ms (   1046 GFLOPS   69|204    GB/s)
*** AMD      588 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  16.94 GB tm    734.92us/  9105.11ms (   1041 GFLOPS   69|203    GB/s)
*** AMD      589 r_toks_80_16_4_68_4_2_32                       arg  4 mem  16.94 GB tm   2120.40us/  9107.23ms (    361 GFLOPS   25|70     GB/s)
*** AMD      590 E_2n2                                          arg  2 mem  16.94 GB tm      6.44us/  9107.24ms (      0 GFLOPS    0|0      GB/s)
*** AMD      591 r_toks_16_320                                  arg  2 mem  16.94 GB tm     17.80us/  9107.26ms (      1 GFLOPS    1|1      GB/s)
*** AMD      592 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  16.94 GB tm      8.16us/  9107.27ms (      0 GFLOPS    0|0      GB/s)
*** AMD      593 r_toks_toks                                    arg  1 mem  16.94 GB tm      6.76us/  9107.27ms (      0 GFLOPS    0|0      GB/s)
*** AMD      594 E_toks_80_16_4                                 arg  4 mem  16.94 GB tm      6.84us/  9107.28ms (      7 GFLOPS    9|10     GB/s)
*** AMD      595 E_toks_(start_pos+toks)                        arg  3 mem  16.94 GB tm      6.24us/  9107.29ms (      0 GFLOPS    0|0      GB/s)
*** AMD      596 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  16.94 GB tm    620.20us/  9107.91ms (    363 GFLOPS   25|71     GB/s)
*** AMD      597 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  16.94 GB tm    582.84us/  9108.49ms (     77 GFLOPS    6|15     GB/s)
*** AMD      598 r_40_toks_16_8                                 arg  2 mem  16.94 GB tm      6.84us/  9108.50ms (      3 GFLOPS    3|10     GB/s)
*** AMD      599 r_8_toks_16_8                                  arg  2 mem  16.94 GB tm      6.76us/  9108.50ms (      1 GFLOPS    1|2      GB/s)
*** AMD      600 E_5_toks_2_2_16_4_4                            arg  4 mem  16.94 GB tm      6.80us/  9108.51ms (      3 GFLOPS    7|7      GB/s)
*** AMD      601 E_toks_8_2_16_4                                arg  4 mem  16.94 GB tm      6.32us/  9108.52ms (      1 GFLOPS    2|2      GB/s)
*** AMD      602 E_5_toks_8_2_16_4                              arg  3 mem  16.94 GB tm      9.36us/  9108.53ms (      5 GFLOPS   13|13     GB/s)
*** AMD      603 r_toks_8_8_16_2_20_2_2_2_32                    arg  5 mem  16.98 GB tm    303.60us/  9108.83ms (    190 GFLOPS   16|92     GB/s)
*** AMD      604 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  16.98 GB tm      7.08us/  9108.84ms (      3 GFLOPS    7|13     GB/s)
*** AMD      605 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  16.98 GB tm      7.08us/  9108.84ms (      0 GFLOPS    0|0      GB/s)
*** AMD      606 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  16.98 GB tm      7.08us/  9108.85ms (      0 GFLOPS    0|0      GB/s)
*** AMD      607 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  16.98 GB tm      7.60us/  9108.86ms (      0 GFLOPS    0|0      GB/s)
*** AMD      608 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  16.98 GB tm      6.32us/  9108.86ms (      0 GFLOPS    0|0      GB/s)
*** AMD      609 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  16.98 GB tm      6.96us/  9108.87ms (      1 GFLOPS    7|7      GB/s)
*** AMD      610 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  16.98 GB tm    638.76us/  9109.51ms (    352 GFLOPS   24|69     GB/s)
*** AMD      611 r_toks_16_320n1                                arg  2 mem  16.98 GB tm     17.96us/  9109.53ms (      1 GFLOPS    1|1      GB/s)
*** AMD      612 E_toks_80_16_4n1                               arg  4 mem  16.98 GB tm      6.68us/  9109.54ms (      7 GFLOPS    9|10     GB/s)
*** AMD      613 r_toks_272_16_4_20_4_2_32                      arg  3 mem  16.98 GB tm    731.84us/  9110.27ms (   1046 GFLOPS   69|204    GB/s)
*** AMD      614 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  16.98 GB tm    730.04us/  9111.00ms (   1048 GFLOPS   70|204    GB/s)
*** AMD      615 r_toks_80_16_4_68_2_2_2_32                     arg  4 mem  16.98 GB tm   2775.88us/  9113.77ms (    354 GFLOPS   27|75     GB/s)
*** AMD      616 E_2n4                                          arg  2 mem  16.98 GB tm      5.96us/  9113.78ms (      0 GFLOPS    0|0      GB/s)
*** AMD      617 r_toks_16_320                                  arg  2 mem  16.98 GB tm     17.16us/  9113.80ms (      1 GFLOPS    1|1      GB/s)
*** AMD      618 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  16.98 GB tm      7.88us/  9113.80ms (      0 GFLOPS    0|0      GB/s)
*** AMD      619 r_toks_toks                                    arg  1 mem  16.98 GB tm      6.68us/  9113.81ms (      0 GFLOPS    0|0      GB/s)
*** AMD      620 E_toks_80_16_4                                 arg  4 mem  16.98 GB tm      6.72us/  9113.82ms (      7 GFLOPS    9|10     GB/s)
*** AMD      621 E_toks_(start_pos+toks)                        arg  3 mem  16.98 GB tm      6.00us/  9113.82ms (      0 GFLOPS    0|0      GB/s)
*** AMD      622 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  16.98 GB tm    598.80us/  9114.42ms (    376 GFLOPS   26|73     GB/s)
*** AMD      623 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  16.98 GB tm    574.32us/  9115.00ms (     78 GFLOPS    6|15     GB/s)
*** AMD      624 r_40_toks_16_8                                 arg  2 mem  16.98 GB tm      6.80us/  9115.00ms (      3 GFLOPS    3|10     GB/s)
*** AMD      625 r_8_toks_16_8                                  arg  2 mem  16.98 GB tm      6.76us/  9115.01ms (      1 GFLOPS    1|2      GB/s)
*** AMD      626 E_5_toks_2_2_16_4_4                            arg  4 mem  16.98 GB tm      6.56us/  9115.02ms (      3 GFLOPS    7|7      GB/s)
*** AMD      627 E_toks_8_2_16_4                                arg  4 mem  16.98 GB tm      6.12us/  9115.02ms (      1 GFLOPS    2|2      GB/s)
*** AMD      628 E_5_toks_8_2_16_4                              arg  3 mem  16.98 GB tm      9.12us/  9115.03ms (      5 GFLOPS   13|13     GB/s)
*** AMD      629 r_toks_8_8_16_2_20_4_2_32                      arg  5 mem  17.01 GB tm    169.48us/  9115.20ms (    266 GFLOPS   22|145    GB/s)
*** AMD      630 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  17.01 GB tm      6.60us/  9115.21ms (      3 GFLOPS    7|14     GB/s)
*** AMD      631 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  17.01 GB tm      6.92us/  9115.21ms (      0 GFLOPS    0|0      GB/s)
*** AMD      632 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  17.01 GB tm      6.68us/  9115.22ms (      0 GFLOPS    0|0      GB/s)
*** AMD      633 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  17.01 GB tm      7.48us/  9115.23ms (      0 GFLOPS    0|0      GB/s)
*** AMD      634 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  17.01 GB tm      6.36us/  9115.24ms (      0 GFLOPS    0|0      GB/s)
*** AMD      635 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  17.01 GB tm      7.08us/  9115.24ms (      1 GFLOPS    7|7      GB/s)
*** AMD      636 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  17.01 GB tm    636.04us/  9115.88ms (    354 GFLOPS   24|69     GB/s)
*** AMD      637 r_toks_16_320n1                                arg  2 mem  17.01 GB tm     17.64us/  9115.90ms (      1 GFLOPS    1|1      GB/s)
*** AMD      638 E_toks_80_16_4n1                               arg  4 mem  17.01 GB tm      6.68us/  9115.90ms (      7 GFLOPS    9|10     GB/s)
*** AMD      639 r_toks_272_16_4_20_4_2_32                      arg  3 mem  17.01 GB tm    721.72us/  9116.62ms (   1060 GFLOPS   70|207    GB/s)
*** AMD      640 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  17.01 GB tm    727.32us/  9117.35ms (   1052 GFLOPS   70|205    GB/s)
*** AMD      641 r_toks_80_16_4_68_4_2_32                       arg  4 mem  17.01 GB tm   2069.44us/  9119.42ms (    370 GFLOPS   25|72     GB/s)
*** AMD      642 E_2n2                                          arg  2 mem  17.01 GB tm      5.72us/  9119.43ms (      0 GFLOPS    0|0      GB/s)
*** AMD      643 r_toks_16_320                                  arg  2 mem  17.01 GB tm     15.92us/  9119.44ms (      1 GFLOPS    1|1      GB/s)
*** AMD      644 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  17.01 GB tm      7.32us/  9119.45ms (      0 GFLOPS    0|0      GB/s)
*** AMD      645 r_toks_toks                                    arg  1 mem  17.01 GB tm      6.20us/  9119.46ms (      0 GFLOPS    0|0      GB/s)
*** AMD      646 E_toks_80_16_4                                 arg  4 mem  17.01 GB tm      5.80us/  9119.46ms (      8 GFLOPS   11|11     GB/s)
*** AMD      647 E_toks_(start_pos+toks)                        arg  3 mem  17.01 GB tm      5.56us/  9119.47ms (      0 GFLOPS    0|0      GB/s)
*** AMD      648 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  17.01 GB tm    590.68us/  9120.06ms (    381 GFLOPS   26|74     GB/s)
*** AMD      649 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  17.01 GB tm    541.80us/  9120.60ms (     83 GFLOPS    7|16     GB/s)
*** AMD      650 r_40_toks_16_8                                 arg  2 mem  17.01 GB tm      6.20us/  9120.61ms (      4 GFLOPS    4|11     GB/s)
*** AMD      651 r_8_toks_16_8                                  arg  2 mem  17.01 GB tm      6.16us/  9120.61ms (      1 GFLOPS    1|2      GB/s)
*** AMD      652 E_5_toks_2_2_16_4_4                            arg  4 mem  17.01 GB tm      6.20us/  9120.62ms (      3 GFLOPS    8|8      GB/s)
*** AMD      653 E_toks_8_2_16_4                                arg  4 mem  17.01 GB tm      5.72us/  9120.62ms (      1 GFLOPS    2|2      GB/s)
*** AMD      654 E_5_toks_8_2_16_4                              arg  3 mem  17.01 GB tm      8.60us/  9120.63ms (      5 GFLOPS   14|14     GB/s)
*** AMD      655 r_toks_8_8_16_2_20_4_2_32                      arg  5 mem  17.05 GB tm    165.68us/  9120.80ms (    272 GFLOPS   22|148    GB/s)
*** AMD      656 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  17.05 GB tm      6.60us/  9120.81ms (      3 GFLOPS    7|14     GB/s)
*** AMD      657 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  17.05 GB tm      6.80us/  9120.81ms (      0 GFLOPS    0|0      GB/s)
*** AMD      658 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  17.05 GB tm      6.48us/  9120.82ms (      0 GFLOPS    0|0      GB/s)
*** AMD      659 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  17.05 GB tm      7.20us/  9120.83ms (      0 GFLOPS    0|0      GB/s)
*** AMD      660 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  17.05 GB tm      6.08us/  9120.83ms (      0 GFLOPS    0|0      GB/s)
*** AMD      661 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  17.05 GB tm      6.96us/  9120.84ms (      1 GFLOPS    7|7      GB/s)
*** AMD      662 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  17.05 GB tm    631.88us/  9121.47ms (    356 GFLOPS   24|69     GB/s)
*** AMD      663 r_toks_16_320n1                                arg  2 mem  17.05 GB tm     17.28us/  9121.49ms (      1 GFLOPS    1|1      GB/s)
*** AMD      664 E_toks_80_16_4n1                               arg  4 mem  17.05 GB tm      6.64us/  9121.49ms (      7 GFLOPS    9|10     GB/s)
*** AMD      665 r_toks_272_16_4_20_4_2_32                      arg  3 mem  17.05 GB tm    721.96us/  9122.22ms (   1060 GFLOPS   70|206    GB/s)
*** AMD      666 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  17.05 GB tm    727.20us/  9122.94ms (   1052 GFLOPS   70|205    GB/s)
*** AMD      667 r_toks_80_16_4_68_4_2_32                       arg  4 mem  17.05 GB tm   1950.60us/  9124.89ms (    392 GFLOPS   27|76     GB/s)
*** AMD      668 E_2n4                                          arg  2 mem  17.05 GB tm      5.60us/  9124.90ms (      0 GFLOPS    0|0      GB/s)
*** AMD      669 r_toks_16_320                                  arg  2 mem  17.05 GB tm     16.04us/  9124.92ms (      1 GFLOPS    1|1      GB/s)
*** AMD      670 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  17.05 GB tm      7.24us/  9124.92ms (      0 GFLOPS    0|0      GB/s)
*** AMD      671 r_toks_toks                                    arg  1 mem  17.05 GB tm      5.96us/  9124.93ms (      0 GFLOPS    0|0      GB/s)
*** AMD      672 E_toks_80_16_4                                 arg  4 mem  17.05 GB tm      5.64us/  9124.94ms (      8 GFLOPS   11|12     GB/s)
*** AMD      673 E_toks_(start_pos+toks)                        arg  3 mem  17.05 GB tm      5.36us/  9124.94ms (      0 GFLOPS    0|0      GB/s)
*** AMD      674 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  17.05 GB tm    533.56us/  9125.47ms (    422 GFLOPS   29|82     GB/s)
*** AMD      675 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  17.05 GB tm    520.12us/  9125.99ms (     87 GFLOPS    7|17     GB/s)
*** AMD      676 r_40_toks_16_8                                 arg  2 mem  17.05 GB tm      6.08us/  9126.00ms (      4 GFLOPS    4|11     GB/s)
*** AMD      677 r_8_toks_16_8                                  arg  2 mem  17.05 GB tm      6.04us/  9126.01ms (      1 GFLOPS    1|2      GB/s)
*** AMD      678 E_5_toks_2_2_16_4_4                            arg  4 mem  17.05 GB tm      6.04us/  9126.01ms (      3 GFLOPS    8|8      GB/s)
*** AMD      679 E_toks_8_2_16_4                                arg  4 mem  17.05 GB tm      5.60us/  9126.02ms (      1 GFLOPS    2|2      GB/s)
*** AMD      680 E_5_toks_8_2_16_4                              arg  3 mem  17.05 GB tm      8.40us/  9126.03ms (      5 GFLOPS   15|15     GB/s)
*** AMD      681 r_toks_8_8_16_2_20_2_2_2_32                    arg  5 mem  17.08 GB tm    270.44us/  9126.30ms (    214 GFLOPS   18|103    GB/s)
*** AMD      682 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  17.08 GB tm      6.12us/  9126.30ms (      4 GFLOPS    8|15     GB/s)
*** AMD      683 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  17.08 GB tm      6.52us/  9126.31ms (      0 GFLOPS    0|0      GB/s)
*** AMD      684 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  17.08 GB tm      6.04us/  9126.32ms (      0 GFLOPS    0|0      GB/s)
*** AMD      685 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  17.08 GB tm      7.20us/  9126.32ms (      0 GFLOPS    0|0      GB/s)
*** AMD      686 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  17.08 GB tm      6.08us/  9126.33ms (      0 GFLOPS    0|0      GB/s)
*** AMD      687 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  17.08 GB tm      6.64us/  9126.34ms (      2 GFLOPS    7|7      GB/s)
*** AMD      688 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  17.08 GB tm    611.48us/  9126.95ms (    368 GFLOPS   25|72     GB/s)
*** AMD      689 r_toks_16_320n1                                arg  2 mem  17.08 GB tm     16.72us/  9126.96ms (      1 GFLOPS    1|1      GB/s)
*** AMD      690 E_toks_80_16_4n1                               arg  4 mem  17.08 GB tm      6.48us/  9126.97ms (      7 GFLOPS   10|10     GB/s)
*** AMD      691 r_toks_272_16_4_20_4_2_32                      arg  3 mem  17.08 GB tm    705.36us/  9127.68ms (   1085 GFLOPS   72|211    GB/s)
*** AMD      692 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  17.08 GB tm    665.64us/  9128.34ms (   1150 GFLOPS   77|224    GB/s)
*** AMD      693 r_toks_80_16_4_68_2_2_2_32                     arg  4 mem  17.08 GB tm   2469.16us/  9130.81ms (    397 GFLOPS   31|84     GB/s)
*** AMD      694 E_2n2                                          arg  2 mem  17.08 GB tm      5.24us/  9130.82ms (      0 GFLOPS    0|0      GB/s)
*** AMD      695 r_toks_16_320                                  arg  2 mem  17.08 GB tm     14.84us/  9130.83ms (      1 GFLOPS    1|1      GB/s)
*** AMD      696 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  17.08 GB tm      6.76us/  9130.84ms (      0 GFLOPS    0|0      GB/s)
