AMDDevice: opening 0 with target (11, 0, 0) arch gfx1100
opened device AMD from pid:21213
opened device DISK:/home/ubuntu/models/Qwen3-14B-Q4_K_M.gguf from pid:21213
*** AMD        1 copy    8.38 GB,     AMD <- DISK:/h            arg  2 mem   9.00 GB tm   4725.51ms/  4725.51ms (      0 GFLOPS    2|2      GB/s) 
opened device PYTHON from pid:21213
scheduled     2 kernels in    12.84 ms | CACHE MISS 6ad19580 |   29292 uops in cache | <frozen runpy>:88
*** AMD      705 r_toks_80_16_4_68_4_2_32                       arg  4 mem  15.69 GB tm   2176.80us/  8203.95ms (    352 GFLOPS   24|68     GB/s) 
*** AMD      706 E_2n2                                          arg  2 mem  15.69 GB tm      5.60us/  8203.95ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      707 r_toks_16_320                                  arg  2 mem  15.69 GB tm     15.28us/  8203.97ms (      1 GFLOPS    1|1      GB/s) 
*** AMD      708 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  15.69 GB tm      7.00us/  8203.98ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      709 r_toks_toks                                    arg  1 mem  15.69 GB tm      5.84us/  8203.98ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      710 E_toks_80_16_4                                 arg  4 mem  15.69 GB tm      5.88us/  8203.99ms (      8 GFLOPS   10|11     GB/s) 
*** AMD      711 E_toks_(start_pos+toks)                        arg  3 mem  15.69 GB tm      5.04us/  8203.99ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      712 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  15.69 GB tm    514.52us/  8204.51ms (    437 GFLOPS   30|85     GB/s) 
*** AMD      713 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  15.69 GB tm    485.04us/  8204.99ms (     93 GFLOPS    7|18     GB/s) 
*** AMD      714 r_40_toks_16_8                                 arg  2 mem  15.69 GB tm      5.64us/  8205.00ms (      4 GFLOPS    4|12     GB/s) 
*** AMD      715 r_8_toks_16_8                                  arg  2 mem  15.69 GB tm      5.80us/  8205.00ms (      1 GFLOPS    1|2      GB/s) 
*** AMD      716 E_5_toks_2_2_16_4_4                            arg  4 mem  15.69 GB tm      5.64us/  8205.01ms (      3 GFLOPS    8|8      GB/s) 
*** AMD      717 E_toks_8_2_16_4                                arg  4 mem  15.69 GB tm      5.20us/  8205.01ms (      1 GFLOPS    2|2      GB/s) 
*** AMD      718 E_5_toks_8_2_16_4                              arg  3 mem  15.69 GB tm      7.96us/  8205.02ms (      6 GFLOPS   15|15     GB/s) 
*** AMD      719 r_toks_8_8_16_2_20_2_2_2_32                    arg  5 mem  15.72 GB tm    248.36us/  8205.27ms (    232 GFLOPS   20|112    GB/s) 
*** AMD      720 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  15.72 GB tm      5.84us/  8205.28ms (      4 GFLOPS    8|15     GB/s) 
*** AMD      721 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  15.72 GB tm      6.24us/  8205.28ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      722 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  15.72 GB tm      5.88us/  8205.29ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      723 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  15.72 GB tm      6.60us/  8205.29ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      724 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  15.72 GB tm      5.52us/  8205.30ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      725 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  15.72 GB tm      6.24us/  8205.31ms (      2 GFLOPS    7|7      GB/s) 
*** AMD      726 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  15.72 GB tm    586.32us/  8205.89ms (    384 GFLOPS   26|75     GB/s) 
*** AMD      727 r_toks_16_320n1                                arg  2 mem  15.72 GB tm     16.36us/  8205.91ms (      1 GFLOPS    1|1      GB/s) 
*** AMD      728 E_toks_80_16_4n1                               arg  4 mem  15.72 GB tm      6.20us/  8205.92ms (      7 GFLOPS   10|11     GB/s) 
*** AMD      729 r_toks_272_16_4_20_4_2_32                      arg  3 mem  15.72 GB tm    659.84us/  8206.58ms (   1160 GFLOPS   77|226    GB/s) 
*** AMD      730 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  15.72 GB tm    659.88us/  8207.24ms (   1160 GFLOPS   77|226    GB/s) 
*** AMD      731 r_toks_80_16_4_68_2_2_2_32                     arg  4 mem  15.72 GB tm   2379.08us/  8209.61ms (    413 GFLOPS   32|87     GB/s) 
*** AMD      732 E_2n1                                          arg  2 mem  15.72 GB tm      4.88us/  8209.62ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      733 r_toks_16_320                                  arg  2 mem  15.72 GB tm     13.92us/  8209.63ms (      1 GFLOPS    1|2      GB/s) 
*** AMD      734 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  15.72 GB tm      6.44us/  8209.64ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      735 r_toks_toks                                    arg  1 mem  15.72 GB tm      5.24us/  8209.64ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      736 E_toks_80_16_4                                 arg  4 mem  15.72 GB tm      5.28us/  8209.65ms (      9 GFLOPS   12|13     GB/s) 
*** AMD      737 E_toks_(start_pos+toks)                        arg  3 mem  15.72 GB tm      4.76us/  8209.65ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      738 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  15.72 GB tm    504.40us/  8210.16ms (    446 GFLOPS   31|87     GB/s) 
*** AMD      739 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  15.72 GB tm    481.84us/  8210.64ms (     93 GFLOPS    7|18     GB/s) 
*** AMD      740 r_40_toks_16_8                                 arg  2 mem  15.72 GB tm      5.60us/  8210.65ms (      4 GFLOPS    4|12     GB/s) 
*** AMD      741 r_8_toks_16_8                                  arg  2 mem  15.72 GB tm      5.52us/  8210.65ms (      1 GFLOPS    1|2      GB/s) 
*** AMD      742 E_5_toks_2_2_16_4_4                            arg  4 mem  15.72 GB tm      5.52us/  8210.66ms (      3 GFLOPS    8|8      GB/s) 
*** AMD      743 E_toks_8_2_16_4                                arg  4 mem  15.72 GB tm      5.16us/  8210.66ms (      1 GFLOPS    2|2      GB/s) 
*** AMD      744 E_5_toks_8_2_16_4                              arg  3 mem  15.72 GB tm      7.76us/  8210.67ms (      6 GFLOPS   16|16     GB/s) 
*** AMD      745 r_toks_8_8_16_2_20_4_2_32                      arg  5 mem  15.75 GB tm    147.32us/  8210.82ms (    306 GFLOPS   25|167    GB/s) 
*** AMD      746 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  15.75 GB tm      6.04us/  8210.82ms (      4 GFLOPS    8|15     GB/s) 
*** AMD      747 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  15.75 GB tm      6.28us/  8210.83ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      748 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  15.75 GB tm      5.92us/  8210.84ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      749 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  15.75 GB tm      6.68us/  8210.84ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      750 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  15.75 GB tm      5.56us/  8210.85ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      751 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  15.75 GB tm      6.52us/  8210.85ms (      2 GFLOPS    7|7      GB/s) 
*** AMD      752 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  15.75 GB tm    601.04us/  8211.46ms (    374 GFLOPS   26|73     GB/s) 
*** AMD      753 r_toks_16_320n1                                arg  2 mem  15.75 GB tm     16.68us/  8211.47ms (      1 GFLOPS    1|1      GB/s) 
*** AMD      754 E_toks_80_16_4n1                               arg  4 mem  15.75 GB tm      6.48us/  8211.48ms (      7 GFLOPS   10|10     GB/s) 
*** AMD      755 r_toks_272_16_4_20_4_2_32                      arg  3 mem  15.75 GB tm    698.08us/  8212.18ms (   1096 GFLOPS   73|214    GB/s) 
*** AMD      756 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  15.75 GB tm    685.16us/  8212.86ms (   1117 GFLOPS   74|218    GB/s) 
*** AMD      757 r_toks_80_16_4_68_4_2_32                       arg  4 mem  15.76 GB tm   1836.36us/  8214.70ms (    417 GFLOPS   29|81     GB/s) 
*** AMD      758 E_2n2                                          arg  2 mem  15.76 GB tm      5.24us/  8214.70ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      759 r_toks_16_320                                  arg  2 mem  15.76 GB tm     15.28us/  8214.72ms (      1 GFLOPS    1|1      GB/s) 
*** AMD      760 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  15.76 GB tm      6.92us/  8214.73ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      761 r_toks_toks                                    arg  1 mem  15.76 GB tm      5.68us/  8214.73ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      762 E_toks_80_16_4                                 arg  4 mem  15.76 GB tm      5.40us/  8214.74ms (      9 GFLOPS   11|12     GB/s) 
*** AMD      763 E_toks_(start_pos+toks)                        arg  3 mem  15.76 GB tm      5.12us/  8214.74ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      764 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  15.76 GB tm    521.84us/  8215.26ms (    431 GFLOPS   30|84     GB/s) 
*** AMD      765 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  15.76 GB tm    496.76us/  8215.76ms (     91 GFLOPS    7|18     GB/s) 
*** AMD      766 r_40_toks_16_8                                 arg  2 mem  15.76 GB tm      5.92us/  8215.77ms (      4 GFLOPS    4|11     GB/s) 
*** AMD      767 r_8_toks_16_8                                  arg  2 mem  15.76 GB tm      5.84us/  8215.77ms (      1 GFLOPS    1|2      GB/s) 
*** AMD      768 E_5_toks_2_2_16_4_4                            arg  4 mem  15.76 GB tm      5.92us/  8215.78ms (      3 GFLOPS    8|8      GB/s) 
*** AMD      769 E_toks_8_2_16_4                                arg  4 mem  15.76 GB tm      5.64us/  8215.78ms (      1 GFLOPS    2|2      GB/s) 
*** AMD      770 E_5_toks_8_2_16_4                              arg  3 mem  15.76 GB tm      8.24us/  8215.79ms (      6 GFLOPS   15|15     GB/s) 
*** AMD      771 r_toks_8_8_16_2_20_4_2_32                      arg  5 mem  15.79 GB tm    158.28us/  8215.95ms (    284 GFLOPS   23|155    GB/s) 
*** AMD      772 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  15.79 GB tm      6.00us/  8215.96ms (      4 GFLOPS    8|15     GB/s) 
*** AMD      773 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  15.79 GB tm      6.40us/  8215.96ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      774 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  15.79 GB tm      6.04us/  8215.97ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      775 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  15.79 GB tm      6.80us/  8215.98ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      776 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  15.79 GB tm      5.68us/  8215.98ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      777 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  15.79 GB tm      6.72us/  8215.99ms (      2 GFLOPS    7|7      GB/s) 
*** AMD      778 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  15.79 GB tm    612.20us/  8216.60ms (    368 GFLOPS   25|72     GB/s) 
*** AMD      779 r_toks_16_320n1                                arg  2 mem  15.79 GB tm     17.00us/  8216.62ms (      1 GFLOPS    1|1      GB/s) 
*** AMD      780 E_toks_80_16_4n1                               arg  4 mem  15.79 GB tm      6.28us/  8216.62ms (      7 GFLOPS   10|11     GB/s) 
*** AMD      781 r_toks_272_16_4_20_4_2_32                      arg  3 mem  15.79 GB tm    684.72us/  8217.31ms (   1118 GFLOPS   74|218    GB/s) 
*** AMD      782 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  15.79 GB tm    670.40us/  8217.98ms (   1142 GFLOPS   76|222    GB/s) 
*** AMD      783 r_toks_80_16_4_68_4_2_32                       arg  4 mem  15.79 GB tm   1857.76us/  8219.84ms (    412 GFLOPS   28|80     GB/s) 
*** AMD      784 E_2n1                                          arg  2 mem  15.79 GB tm      5.40us/  8219.84ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      785 r_toks_16_320                                  arg  2 mem  15.79 GB tm     15.44us/  8219.86ms (      1 GFLOPS    1|1      GB/s) 
*** AMD      786 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  15.79 GB tm      6.88us/  8219.86ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      787 r_toks_toks                                    arg  1 mem  15.79 GB tm      5.72us/  8219.87ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      788 E_toks_80_16_4                                 arg  4 mem  15.79 GB tm      5.72us/  8219.88ms (      8 GFLOPS   11|12     GB/s) 
*** AMD      789 E_toks_(start_pos+toks)                        arg  3 mem  15.79 GB tm      5.08us/  8219.88ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      790 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  15.79 GB tm    519.68us/  8220.40ms (    433 GFLOPS   30|84     GB/s) 
*** AMD      791 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  15.79 GB tm    501.28us/  8220.90ms (     90 GFLOPS    7|17     GB/s) 
*** AMD      792 r_40_toks_16_8                                 arg  2 mem  15.79 GB tm      5.88us/  8220.91ms (      4 GFLOPS    4|11     GB/s) 
*** AMD      793 r_8_toks_16_8                                  arg  2 mem  15.79 GB tm      5.88us/  8220.91ms (      1 GFLOPS    1|2      GB/s) 
*** AMD      794 E_5_toks_2_2_16_4_4                            arg  4 mem  15.79 GB tm      5.80us/  8220.92ms (      3 GFLOPS    8|8      GB/s) 
*** AMD      795 E_toks_8_2_16_4                                arg  4 mem  15.79 GB tm      5.48us/  8220.93ms (      1 GFLOPS    2|2      GB/s) 
*** AMD      796 E_5_toks_8_2_16_4                              arg  3 mem  15.79 GB tm      8.32us/  8220.93ms (      6 GFLOPS   15|15     GB/s) 
*** AMD      797 r_toks_8_8_16_2_20_2_2_2_32                    arg  5 mem  15.82 GB tm    266.28us/  8221.20ms (    217 GFLOPS   19|105    GB/s) 
*** AMD      798 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  15.82 GB tm      5.88us/  8221.21ms (      4 GFLOPS    8|15     GB/s) 
*** AMD      799 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  15.82 GB tm      6.28us/  8221.21ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      800 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  15.82 GB tm      5.92us/  8221.22ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      801 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  15.82 GB tm      6.72us/  8221.22ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      802 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  15.82 GB tm      5.76us/  8221.23ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      803 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  15.82 GB tm      6.32us/  8221.24ms (      2 GFLOPS    7|7      GB/s) 
*** AMD      804 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  15.82 GB tm    581.20us/  8221.82ms (    387 GFLOPS   27|75     GB/s) 
*** AMD      805 r_toks_16_320n1                                arg  2 mem  15.82 GB tm     16.20us/  8221.83ms (      1 GFLOPS    1|1      GB/s) 
*** AMD      806 E_toks_80_16_4n1                               arg  4 mem  15.82 GB tm      6.44us/  8221.84ms (      7 GFLOPS   10|10     GB/s) 
*** AMD      807 r_toks_272_16_4_20_4_2_32                      arg  3 mem  15.82 GB tm    680.12us/  8222.52ms (   1125 GFLOPS   75|219    GB/s) 
*** AMD      808 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  15.82 GB tm    667.64us/  8223.19ms (   1146 GFLOPS   76|223    GB/s) 
*** AMD      809 r_toks_80_16_4_68_2_2_2_32                     arg  4 mem  15.82 GB tm   2439.00us/  8225.63ms (    402 GFLOPS   31|85     GB/s) 
*** AMD      810 E_2n2                                          arg  2 mem  15.82 GB tm      5.12us/  8225.63ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      811 r_toks_16_320                                  arg  2 mem  15.82 GB tm     14.60us/  8225.65ms (      1 GFLOPS    1|1      GB/s) 
*** AMD      812 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  15.82 GB tm      6.64us/  8225.65ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      813 r_toks_toks                                    arg  1 mem  15.82 GB tm      5.56us/  8225.66ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      814 E_toks_80_16_4                                 arg  4 mem  15.82 GB tm      5.12us/  8225.66ms (      9 GFLOPS   12|13     GB/s) 
*** AMD      815 E_toks_(start_pos+toks)                        arg  3 mem  15.82 GB tm      4.96us/  8225.67ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      816 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  15.82 GB tm    518.00us/  8226.19ms (    435 GFLOPS   30|85     GB/s) 
*** AMD      817 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  15.82 GB tm    486.64us/  8226.67ms (     93 GFLOPS    7|18     GB/s) 
*** AMD      818 r_40_toks_16_8                                 arg  2 mem  15.82 GB tm      5.56us/  8226.68ms (      4 GFLOPS    4|12     GB/s) 
*** AMD      819 r_8_toks_16_8                                  arg  2 mem  15.82 GB tm      5.52us/  8226.68ms (      1 GFLOPS    1|2      GB/s) 
*** AMD      820 E_5_toks_2_2_16_4_4                            arg  4 mem  15.82 GB tm      5.56us/  8226.69ms (      3 GFLOPS    8|8      GB/s) 
*** AMD      821 E_toks_8_2_16_4                                arg  4 mem  15.82 GB tm      5.20us/  8226.70ms (      1 GFLOPS    2|2      GB/s) 
*** AMD      822 E_5_toks_8_2_16_4                              arg  3 mem  15.82 GB tm      7.76us/  8226.70ms (      6 GFLOPS   16|16     GB/s) 
*** AMD      823 r_toks_8_8_16_2_20_4_2_32                      arg  5 mem  15.86 GB tm    146.44us/  8226.85ms (    307 GFLOPS   25|168    GB/s) 
*** AMD      824 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  15.86 GB tm      5.92us/  8226.86ms (      4 GFLOPS    8|15     GB/s) 
*** AMD      825 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  15.86 GB tm      6.32us/  8226.86ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      826 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  15.86 GB tm      6.00us/  8226.87ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      827 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  15.86 GB tm      6.72us/  8226.87ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      828 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  15.86 GB tm      5.60us/  8226.88ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      829 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  15.86 GB tm      6.20us/  8226.89ms (      2 GFLOPS    7|7      GB/s) 
*** AMD      830 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  15.86 GB tm    612.28us/  8227.50ms (    368 GFLOPS   25|72     GB/s) 
*** AMD      831 r_toks_16_320n1                                arg  2 mem  15.86 GB tm     16.96us/  8227.52ms (      1 GFLOPS    1|1      GB/s) 
*** AMD      832 E_toks_80_16_4n1                               arg  4 mem  15.86 GB tm      6.52us/  8227.52ms (      7 GFLOPS    9|10     GB/s) 
*** AMD      833 r_toks_272_16_4_20_4_2_32                      arg  3 mem  15.86 GB tm    690.52us/  8228.21ms (   1108 GFLOPS   74|216    GB/s) 
*** AMD      834 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  15.86 GB tm    683.76us/  8228.90ms (   1119 GFLOPS   74|218    GB/s) 
*** AMD      835 r_toks_80_16_4_68_4_2_32                       arg  4 mem  15.86 GB tm   1840.72us/  8230.74ms (    416 GFLOPS   28|81     GB/s) 
*** AMD      836 E_2n1                                          arg  2 mem  15.86 GB tm      5.36us/  8230.74ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      837 r_toks_16_320                                  arg  2 mem  15.86 GB tm     15.12us/  8230.76ms (      1 GFLOPS    1|1      GB/s) 
*** AMD      838 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  15.86 GB tm      6.96us/  8230.76ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      839 r_toks_toks                                    arg  1 mem  15.86 GB tm      5.64us/  8230.77ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      840 E_toks_80_16_4                                 arg  4 mem  15.86 GB tm      5.36us/  8230.78ms (      9 GFLOPS   11|12     GB/s) 
*** AMD      841 E_toks_(start_pos+toks)                        arg  3 mem  15.86 GB tm      5.12us/  8230.78ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      842 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  15.86 GB tm    516.96us/  8231.30ms (    435 GFLOPS   30|85     GB/s) 
*** AMD      843 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  15.86 GB tm    506.08us/  8231.80ms (     89 GFLOPS    7|17     GB/s) 
*** AMD      844 r_40_toks_16_8                                 arg  2 mem  15.86 GB tm      5.96us/  8231.81ms (      4 GFLOPS    4|11     GB/s) 
*** AMD      845 r_8_toks_16_8                                  arg  2 mem  15.86 GB tm      5.92us/  8231.82ms (      1 GFLOPS    1|2      GB/s) 
*** AMD      846 E_5_toks_2_2_16_4_4                            arg  4 mem  15.86 GB tm      5.96us/  8231.82ms (      3 GFLOPS    8|8      GB/s) 
*** AMD      847 E_toks_8_2_16_4                                arg  4 mem  15.86 GB tm      5.56us/  8231.83ms (      1 GFLOPS    2|2      GB/s) 
*** AMD      848 E_5_toks_8_2_16_4                              arg  3 mem  15.86 GB tm      8.44us/  8231.84ms (      5 GFLOPS   15|15     GB/s) 
*** AMD      849 r_toks_8_8_16_2_20_4_2_32                      arg  5 mem  15.89 GB tm    159.80us/  8232.00ms (    282 GFLOPS   23|154    GB/s) 
*** AMD      850 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  15.89 GB tm      6.04us/  8232.00ms (      4 GFLOPS    8|15     GB/s) 
*** AMD      851 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  15.89 GB tm      6.36us/  8232.01ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      852 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  15.89 GB tm      6.00us/  8232.01ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      853 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  15.89 GB tm      6.80us/  8232.02ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      854 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  15.89 GB tm      5.96us/  8232.03ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      855 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  15.89 GB tm      6.64us/  8232.03ms (      2 GFLOPS    7|7      GB/s) 
*** AMD      856 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  15.89 GB tm    606.92us/  8232.64ms (    371 GFLOPS   25|72     GB/s) 
*** AMD      857 r_toks_16_320n1                                arg  2 mem  15.89 GB tm     16.68us/  8232.66ms (      1 GFLOPS    1|1      GB/s) 
*** AMD      858 E_toks_80_16_4n1                               arg  4 mem  15.89 GB tm      6.52us/  8232.66ms (      7 GFLOPS    9|10     GB/s) 
*** AMD      859 r_toks_272_16_4_20_4_2_32                      arg  3 mem  15.89 GB tm    694.80us/  8233.36ms (   1102 GFLOPS   73|215    GB/s) 
*** AMD      860 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  15.89 GB tm    678.88us/  8234.04ms (   1127 GFLOPS   75|220    GB/s) 
*** AMD      861 r_toks_80_16_4_68_4_2_32                       arg  4 mem  15.89 GB tm   1885.52us/  8235.92ms (    406 GFLOPS   28|79     GB/s) 
*** AMD      862 E_2n2                                          arg  2 mem  15.89 GB tm      5.56us/  8235.93ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      863 r_toks_16_320                                  arg  2 mem  15.89 GB tm     15.72us/  8235.94ms (      1 GFLOPS    1|1      GB/s) 
*** AMD      864 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  15.89 GB tm      6.92us/  8235.95ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      865 r_toks_toks                                    arg  1 mem  15.89 GB tm      5.68us/  8235.96ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      866 E_toks_80_16_4                                 arg  4 mem  15.89 GB tm      5.60us/  8235.96ms (      8 GFLOPS   11|12     GB/s) 
*** AMD      867 E_toks_(start_pos+toks)                        arg  3 mem  15.89 GB tm      5.12us/  8235.97ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      868 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  15.89 GB tm    511.00us/  8236.48ms (    440 GFLOPS   30|86     GB/s) 
*** AMD      869 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  15.89 GB tm    505.00us/  8236.98ms (     89 GFLOPS    7|17     GB/s) 
*** AMD      870 r_40_toks_16_8                                 arg  2 mem  15.89 GB tm      5.92us/  8236.99ms (      4 GFLOPS    4|11     GB/s) 
*** AMD      871 r_8_toks_16_8                                  arg  2 mem  15.89 GB tm      5.92us/  8237.00ms (      1 GFLOPS    1|2      GB/s) 
*** AMD      872 E_5_toks_2_2_16_4_4                            arg  4 mem  15.89 GB tm      6.00us/  8237.00ms (      3 GFLOPS    8|8      GB/s) 
*** AMD      873 E_toks_8_2_16_4                                arg  4 mem  15.89 GB tm      5.56us/  8237.01ms (      1 GFLOPS    2|2      GB/s) 
*** AMD      874 E_5_toks_8_2_16_4                              arg  3 mem  15.89 GB tm      8.28us/  8237.01ms (      6 GFLOPS   15|15     GB/s) 
*** AMD      875 r_toks_8_8_16_2_20_2_2_2_32                    arg  5 mem  15.93 GB tm    265.52us/  8237.28ms (    217 GFLOPS   19|105    GB/s) 
*** AMD      876 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  15.93 GB tm      6.04us/  8237.29ms (      4 GFLOPS    8|15     GB/s) 
*** AMD      877 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  15.93 GB tm      6.40us/  8237.29ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      878 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  15.93 GB tm      6.00us/  8237.30ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      879 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  15.93 GB tm      6.84us/  8237.31ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      880 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  15.93 GB tm      5.68us/  8237.31ms (      0 GFLOPS    0|0      GB/s) 
*** AMD      881 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  15.93 GB tm      6.20us/  8237.32ms (      2 GFLOPS    7|7      GB/s) 
*** AMD      882 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  15.93 GB tm    585.96us/  8237.90ms (    384 GFLOPS   26|75     GB/s) 
