AMDDevice: opening 0 with target (11, 0, 0) arch gfx1100
opened device AMD from pid:86864
opened device DISK:/home/ubuntu/models/Qwen3-14B-Q4_K_M.gguf from pid:86864
*** AMD        1 copy    8.38 GB,     AMD <- DISK:/h            arg  2 mem   9.00 GB tm   4829.33ms/  4829.33ms (      0 GFLOPS    2|2      GB/s)
opened device PYTHON from pid:86864
scheduled     2 kernels in    12.97 ms | CACHE MISS 6ad19580 |   29292 uops in cache | <frozen runpy>:88
*** AMD     2368 r_40_(start_pos+1)_16_8                        arg  3 mem  18.01 GB tm      7.96us/  9290.68ms (      5 GFLOPS    8|22     GB/s)
*** AMD     2369 r_5_2_4_(start_pos+1)                          arg  2 mem  18.01 GB tm      6.76us/  9290.68ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2370 r_5_2_4_(start_pos+1)n1                        arg  3 mem  18.01 GB tm      7.28us/  9290.69ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2371 E_5_(start_pos+1)_2_4                          arg  4 mem  18.01 GB tm      6.84us/  9290.70ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2372 r_5_2_8_16_4_(start_pos+1)                     arg  3 mem  18.01 GB tm      7.12us/  9290.71ms (      3 GFLOPS    9|9      GB/s)
*** AMD     2373 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.01 GB tm     66.68us/  9290.77ms (   2486 GFLOPS  222|1401   GB/s)
*** AMD     2374 r_16_320n1                                     arg  3 mem  18.01 GB tm     13.20us/  9290.79ms (      1 GFLOPS    3|3      GB/s)
*** AMD     2375 E_40_32_4n1                                    arg  5 mem  18.01 GB tm      6.40us/  9290.79ms (      8 GFLOPS   11|12     GB/s)
*** AMD     2376 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.01 GB tm    145.32us/  9290.94ms (   3879 GFLOPS  346|2185   GB/s)
*** AMD     2377 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.01 GB tm    145.80us/  9291.08ms (   3866 GFLOPS  345|2178   GB/s)
*** AMD     2378 E_136_32_4                                     arg  2 mem  18.01 GB tm      7.08us/  9291.09ms (     12 GFLOPS   20|20     GB/s)
*** AMD     2379 E_136_32_4n1                                   arg  3 mem  18.01 GB tm      6.08us/  9291.10ms (      3 GFLOPS   29|29     GB/s)
*** AMD     2380 q4k_gemv_partial_5120_17408_4                  arg  3 mem  18.01 GB tm    175.32us/  9291.27ms (   3215 GFLOPS  287|1812   GB/s)
*** AMD     2381 r_40_32_4_4                                    arg  4 mem  18.01 GB tm      6.72us/  9291.28ms (      4 GFLOPS   21|21     GB/s)
*** AMD     2382 r_16_320                                       arg  2 mem  18.01 GB tm     12.20us/  9291.29ms (      1 GFLOPS    2|2      GB/s)
*** AMD     2383 E_40_32_4                                      arg  4 mem  18.01 GB tm      6.56us/  9291.30ms (      7 GFLOPS    8|9      GB/s)
*** AMD     2384 r_8_32_4_20_4_2_32                             arg  5 mem  18.01 GB tm    668.12us/  9291.96ms (     83 GFLOPS    4|21     GB/s)
*** AMD     2385 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.01 GB tm     67.68us/  9292.03ms (   2450 GFLOPS  219|1380   GB/s)
*** AMD     2386 r_8_16_8                                       arg  2 mem  18.01 GB tm      6.72us/  9292.04ms (      1 GFLOPS    1|2      GB/s)
*** AMD     2387 r_40_16_8                                      arg  2 mem  18.01 GB tm      6.48us/  9292.05ms (      4 GFLOPS    3|10     GB/s)
*** AMD     2388 r_8_8_16_2_20_4_2_32                           arg  9 mem  18.01 GB tm    218.20us/  9292.26ms (    399 GFLOPS   14|209    GB/s)
*** AMD     2389 E_5_2_2_16_4_4                                 arg  5 mem  18.01 GB tm     13.00us/  9292.28ms (      9 GFLOPS    5|10     GB/s)
*** AMD     2390 r_40_(start_pos+1)_16_8                        arg  3 mem  18.01 GB tm      8.32us/  9292.29ms (      5 GFLOPS    8|21     GB/s)
*** AMD     2391 r_5_2_4_(start_pos+1)                          arg  2 mem  18.01 GB tm      6.72us/  9292.29ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2392 r_5_2_4_(start_pos+1)n1                        arg  3 mem  18.01 GB tm      7.24us/  9292.30ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2393 E_5_(start_pos+1)_2_4                          arg  4 mem  18.01 GB tm      6.76us/  9292.31ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2394 r_5_2_8_16_4_(start_pos+1)                     arg  3 mem  18.01 GB tm      7.04us/  9292.31ms (      3 GFLOPS    9|9      GB/s)
*** AMD     2395 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.01 GB tm     66.32us/  9292.38ms (   2500 GFLOPS  223|1408   GB/s)
*** AMD     2396 r_16_320n1                                     arg  3 mem  18.01 GB tm     13.56us/  9292.39ms (      1 GFLOPS    3|3      GB/s)
*** AMD     2397 E_40_32_4n1                                    arg  5 mem  18.01 GB tm      6.40us/  9292.40ms (      8 GFLOPS   11|12     GB/s)
*** AMD     2398 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.01 GB tm    147.72us/  9292.55ms (   3816 GFLOPS  340|2150   GB/s)
*** AMD     2399 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.01 GB tm    145.00us/  9292.69ms (   3887 GFLOPS  347|2190   GB/s)
*** AMD     2400 E_136_32_4                                     arg  2 mem  18.01 GB tm      7.12us/  9292.70ms (     12 GFLOPS   20|20     GB/s)
*** AMD     2401 E_136_32_4n1                                   arg  3 mem  18.01 GB tm      6.08us/  9292.71ms (      3 GFLOPS   29|29     GB/s)
*** AMD     2402 q4k_gemv_partial_5120_17408_4                  arg  3 mem  18.01 GB tm    177.12us/  9292.88ms (   3182 GFLOPS  284|1793   GB/s)
*** AMD     2403 r_40_32_4_4                                    arg  4 mem  18.01 GB tm      7.00us/  9292.89ms (      4 GFLOPS   20|20     GB/s)
*** AMD     2404 r_16_320                                       arg  2 mem  18.01 GB tm     12.12us/  9292.90ms (      1 GFLOPS    2|2      GB/s)
*** AMD     2405 E_40_32_4                                      arg  4 mem  18.01 GB tm      6.56us/  9292.91ms (      7 GFLOPS    8|9      GB/s)
*** AMD     2406 r_8_32_4_20_4_2_32                             arg  5 mem  18.01 GB tm    669.52us/  9293.58ms (     83 GFLOPS    4|21     GB/s)
*** AMD     2407 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.01 GB tm     67.68us/  9293.65ms (   2450 GFLOPS  219|1380   GB/s)
*** AMD     2408 r_8_16_8                                       arg  2 mem  18.01 GB tm      6.48us/  9293.65ms (      1 GFLOPS    1|2      GB/s)
*** AMD     2409 r_40_16_8                                      arg  2 mem  18.01 GB tm      6.52us/  9293.66ms (      4 GFLOPS    3|10     GB/s)
*** AMD     2410 r_8_8_16_2_20_2_2_2_32                         arg  9 mem  18.01 GB tm    226.36us/  9293.88ms (    441 GFLOPS   19|216    GB/s)
*** AMD     2411 E_5_2_2_16_4_4                                 arg  5 mem  18.01 GB tm     12.96us/  9293.90ms (      9 GFLOPS    5|10     GB/s)
*** AMD     2412 r_40_(start_pos+1)_16_8                        arg  3 mem  18.01 GB tm      8.04us/  9293.91ms (      5 GFLOPS    8|22     GB/s)
*** AMD     2413 r_5_2_4_(start_pos+1)                          arg  2 mem  18.01 GB tm      6.84us/  9293.91ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2414 r_5_2_4_(start_pos+1)n1                        arg  3 mem  18.01 GB tm      7.52us/  9293.92ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2415 E_5_(start_pos+1)_2_4                          arg  4 mem  18.01 GB tm      6.80us/  9293.93ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2416 r_5_2_8_16_4_(start_pos+1)                     arg  3 mem  18.01 GB tm      6.88us/  9293.93ms (      3 GFLOPS    9|9      GB/s)
*** AMD     2417 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.01 GB tm     65.56us/  9294.00ms (   2529 GFLOPS  226|1425   GB/s)
*** AMD     2418 r_16_320n1                                     arg  3 mem  18.01 GB tm     13.44us/  9294.01ms (      1 GFLOPS    3|3      GB/s)
*** AMD     2419 E_40_32_4n1                                    arg  5 mem  18.01 GB tm      6.36us/  9294.02ms (      8 GFLOPS   11|12     GB/s)
*** AMD     2420 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.01 GB tm    145.76us/  9294.16ms (   3867 GFLOPS  345|2179   GB/s)
*** AMD     2421 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.01 GB tm    143.44us/  9294.31ms (   3930 GFLOPS  351|2214   GB/s)
*** AMD     2422 E_136_32_4                                     arg  2 mem  18.01 GB tm      6.96us/  9294.32ms (     13 GFLOPS   20|20     GB/s)
*** AMD     2423 E_136_32_4n1                                   arg  3 mem  18.01 GB tm      6.08us/  9294.32ms (      3 GFLOPS   29|29     GB/s)
*** AMD     2424 q6k_gemv_partial_5120_17408_1                  arg  3 mem  18.01 GB tm    494.60us/  9294.82ms (   2275 GFLOPS  148|734    GB/s)
*** AMD     2425 E_40_32_4n2                                    arg  4 mem  18.01 GB tm      6.56us/  9294.82ms (      2 GFLOPS   12|12     GB/s)
*** AMD     2426 r_16_320                                       arg  2 mem  18.01 GB tm     12.64us/  9294.84ms (      1 GFLOPS    2|2      GB/s)
*** AMD     2427 E_40_32_4                                      arg  4 mem  18.01 GB tm      6.44us/  9294.84ms (      7 GFLOPS    8|9      GB/s)
*** AMD     2428 r_8_32_4_20_4_2_32                             arg  5 mem  18.01 GB tm    672.08us/  9295.51ms (     83 GFLOPS    4|21     GB/s)
*** AMD     2429 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.01 GB tm     66.96us/  9295.58ms (   2476 GFLOPS  221|1395   GB/s)
*** AMD     2430 r_8_16_8                                       arg  2 mem  18.01 GB tm      6.72us/  9295.59ms (      1 GFLOPS    1|2      GB/s)
*** AMD     2431 r_40_16_8                                      arg  2 mem  18.01 GB tm      6.52us/  9295.59ms (      4 GFLOPS    3|10     GB/s)
*** AMD     2432 r_8_8_16_2_20_4_2_32                           arg  9 mem  18.01 GB tm    222.08us/  9295.82ms (    392 GFLOPS   14|205    GB/s)
*** AMD     2433 E_5_2_2_16_4_4                                 arg  5 mem  18.01 GB tm     13.12us/  9295.83ms (      9 GFLOPS    5|10     GB/s)
*** AMD     2434 r_40_(start_pos+1)_16_8                        arg  3 mem  18.01 GB tm      8.00us/  9295.84ms (      5 GFLOPS    8|22     GB/s)
*** AMD     2435 r_5_2_4_(start_pos+1)                          arg  2 mem  18.01 GB tm      6.76us/  9295.84ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2436 r_5_2_4_(start_pos+1)n1                        arg  3 mem  18.01 GB tm      7.56us/  9295.85ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2437 E_5_(start_pos+1)_2_4                          arg  4 mem  18.01 GB tm      6.36us/  9295.86ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2438 r_5_2_8_16_4_(start_pos+1)                     arg  3 mem  18.01 GB tm      6.96us/  9295.86ms (      3 GFLOPS    9|9      GB/s)
*** AMD     2439 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.01 GB tm     66.12us/  9295.93ms (   2507 GFLOPS  224|1413   GB/s)
*** AMD     2440 r_16_320n1                                     arg  3 mem  18.01 GB tm     13.08us/  9295.94ms (      1 GFLOPS    3|3      GB/s)
*** AMD     2441 E_40_32_4n1                                    arg  5 mem  18.01 GB tm      6.44us/  9295.95ms (      8 GFLOPS   11|12     GB/s)
*** AMD     2442 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.01 GB tm    147.76us/  9296.10ms (   3815 GFLOPS  340|2149   GB/s)
*** AMD     2443 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.01 GB tm    146.56us/  9296.24ms (   3846 GFLOPS  343|2167   GB/s)
*** AMD     2444 E_136_32_4                                     arg  2 mem  18.01 GB tm      7.28us/  9296.25ms (     12 GFLOPS   19|19     GB/s)
*** AMD     2445 E_136_32_4n1                                   arg  3 mem  18.01 GB tm      6.08us/  9296.26ms (      3 GFLOPS   29|29     GB/s)
*** AMD     2446 q4k_gemv_partial_5120_17408_4                  arg  3 mem  18.01 GB tm    175.20us/  9296.43ms (   3217 GFLOPS  287|1813   GB/s)
*** AMD     2447 r_40_32_4_4                                    arg  4 mem  18.01 GB tm      6.72us/  9296.44ms (      4 GFLOPS   21|21     GB/s)
*** AMD     2448 r_16_320                                       arg  2 mem  18.01 GB tm     11.72us/  9296.45ms (      1 GFLOPS    2|2      GB/s)
*** AMD     2449 E_40_32_4                                      arg  4 mem  18.01 GB tm      6.48us/  9296.46ms (      7 GFLOPS    8|9      GB/s)
*** AMD     2450 r_8_32_4_20_4_2_32                             arg  5 mem  18.01 GB tm    667.92us/  9297.13ms (     83 GFLOPS    4|21     GB/s)
*** AMD     2451 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.01 GB tm     67.36us/  9297.19ms (   2461 GFLOPS  220|1387   GB/s)
*** AMD     2452 r_8_16_8                                       arg  2 mem  18.01 GB tm      6.76us/  9297.20ms (      1 GFLOPS    1|2      GB/s)
*** AMD     2453 r_40_16_8                                      arg  2 mem  18.01 GB tm      6.48us/  9297.21ms (      4 GFLOPS    3|10     GB/s)
*** AMD     2454 r_8_8_16_2_20_4_2_32                           arg  9 mem  18.01 GB tm    218.12us/  9297.42ms (    399 GFLOPS   14|209    GB/s)
*** AMD     2455 E_5_2_2_16_4_4                                 arg  5 mem  18.01 GB tm     12.84us/  9297.44ms (     10 GFLOPS    5|10     GB/s)
*** AMD     2456 r_40_(start_pos+1)_16_8                        arg  3 mem  18.01 GB tm      7.92us/  9297.45ms (      5 GFLOPS    8|22     GB/s)
*** AMD     2457 r_5_2_4_(start_pos+1)                          arg  2 mem  18.01 GB tm      6.68us/  9297.45ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2458 r_5_2_4_(start_pos+1)n1                        arg  3 mem  18.01 GB tm      7.52us/  9297.46ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2459 E_5_(start_pos+1)_2_4                          arg  4 mem  18.01 GB tm      6.76us/  9297.47ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2460 r_5_2_8_16_4_(start_pos+1)                     arg  3 mem  18.01 GB tm      6.84us/  9297.47ms (      3 GFLOPS    9|9      GB/s)
*** AMD     2461 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.01 GB tm     66.36us/  9297.54ms (   2498 GFLOPS  223|1408   GB/s)
*** AMD     2462 r_16_320n1                                     arg  3 mem  18.01 GB tm     12.92us/  9297.55ms (      1 GFLOPS    3|3      GB/s)
*** AMD     2463 E_40_32_4n1                                    arg  5 mem  18.01 GB tm      6.40us/  9297.56ms (      8 GFLOPS   11|12     GB/s)
*** AMD     2464 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.01 GB tm    145.96us/  9297.70ms (   3862 GFLOPS  345|2176   GB/s)
*** AMD     2465 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.01 GB tm    146.96us/  9297.85ms (   3836 GFLOPS  342|2161   GB/s)
*** AMD     2466 E_136_32_4                                     arg  2 mem  18.01 GB tm      6.96us/  9297.86ms (     13 GFLOPS   20|20     GB/s)
*** AMD     2467 E_136_32_4n1                                   arg  3 mem  18.01 GB tm      6.12us/  9297.86ms (      3 GFLOPS   28|28     GB/s)
*** AMD     2468 q4k_gemv_partial_5120_17408_4                  arg  3 mem  18.01 GB tm    175.32us/  9298.04ms (   3215 GFLOPS  287|1812   GB/s)
*** AMD     2469 r_40_32_4_4                                    arg  4 mem  18.01 GB tm      7.08us/  9298.05ms (      4 GFLOPS   20|20     GB/s)
*** AMD     2470 r_16_320                                       arg  2 mem  18.01 GB tm     11.88us/  9298.06ms (      1 GFLOPS    2|2      GB/s)
*** AMD     2471 E_40_32_4                                      arg  4 mem  18.01 GB tm      6.40us/  9298.07ms (      7 GFLOPS    8|9      GB/s)
*** AMD     2472 r_8_32_4_20_4_2_32                             arg  5 mem  18.01 GB tm    671.04us/  9298.74ms (     83 GFLOPS    4|21     GB/s)
*** AMD     2473 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.01 GB tm     67.20us/  9298.80ms (   2467 GFLOPS  220|1390   GB/s)
*** AMD     2474 r_8_16_8                                       arg  2 mem  18.01 GB tm      6.48us/  9298.81ms (      1 GFLOPS    1|2      GB/s)
*** AMD     2475 r_40_16_8                                      arg  2 mem  18.01 GB tm      6.48us/  9298.82ms (      4 GFLOPS    3|10     GB/s)
*** AMD     2476 r_8_8_16_2_20_2_2_2_32                         arg  9 mem  18.01 GB tm    225.44us/  9299.04ms (    442 GFLOPS   19|217    GB/s)
*** AMD     2477 E_5_2_2_16_4_4                                 arg  5 mem  18.01 GB tm     13.24us/  9299.06ms (      9 GFLOPS    5|10     GB/s)
*** AMD     2478 r_40_(start_pos+1)_16_8                        arg  3 mem  18.01 GB tm      8.32us/  9299.06ms (      5 GFLOPS    8|21     GB/s)
*** AMD     2479 r_5_2_4_(start_pos+1)                          arg  2 mem  18.01 GB tm      6.76us/  9299.07ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2480 r_5_2_4_(start_pos+1)n1                        arg  3 mem  18.01 GB tm      7.44us/  9299.08ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2481 E_5_(start_pos+1)_2_4                          arg  4 mem  18.01 GB tm      6.36us/  9299.08ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2482 r_5_2_8_16_4_(start_pos+1)                     arg  3 mem  18.01 GB tm      7.16us/  9299.09ms (      3 GFLOPS    9|9      GB/s)
*** AMD     2483 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.01 GB tm     66.32us/  9299.16ms (   2500 GFLOPS  223|1408   GB/s)
*** AMD     2484 r_16_320n1                                     arg  3 mem  18.01 GB tm     12.88us/  9299.17ms (      1 GFLOPS    3|3      GB/s)
*** AMD     2485 E_40_32_4n1                                    arg  5 mem  18.01 GB tm      6.48us/  9299.18ms (      8 GFLOPS   11|12     GB/s)
*** AMD     2486 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.01 GB tm    145.56us/  9299.32ms (   3872 GFLOPS  345|2182   GB/s)
*** AMD     2487 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.01 GB tm    145.52us/  9299.47ms (   3873 GFLOPS  346|2182   GB/s)
*** AMD     2488 E_136_32_4                                     arg  2 mem  18.01 GB tm      7.28us/  9299.48ms (     12 GFLOPS   19|19     GB/s)
*** AMD     2489 E_136_32_4n1                                   arg  3 mem  18.01 GB tm      6.16us/  9299.48ms (      3 GFLOPS   28|28     GB/s)
*** AMD     2490 q6k_gemv_partial_5120_17408_1                  arg  3 mem  18.01 GB tm    494.28us/  9299.98ms (   2277 GFLOPS  148|734    GB/s)
*** AMD     2491 E_40_32_4n2                                    arg  4 mem  18.01 GB tm      6.60us/  9299.98ms (      2 GFLOPS   12|12     GB/s)
*** AMD     2492 r_16_320                                       arg  2 mem  18.01 GB tm     12.12us/  9299.99ms (      1 GFLOPS    2|2      GB/s)
*** AMD     2493 E_40_32_4                                      arg  4 mem  18.01 GB tm      6.40us/  9300.00ms (      7 GFLOPS    8|9      GB/s)
*** AMD     2494 r_8_32_4_20_4_2_32                             arg  5 mem  18.01 GB tm    666.76us/  9300.67ms (     83 GFLOPS    4|21     GB/s)
*** AMD     2495 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.01 GB tm     67.40us/  9300.74ms (   2460 GFLOPS  220|1386   GB/s)
*** AMD     2496 r_8_16_8                                       arg  2 mem  18.01 GB tm      6.56us/  9300.74ms (      1 GFLOPS    1|2      GB/s)
*** AMD     2497 r_40_16_8                                      arg  2 mem  18.01 GB tm      6.48us/  9300.75ms (      4 GFLOPS    3|10     GB/s)
*** AMD     2498 r_8_8_16_2_20_4_2_32                           arg  9 mem  18.01 GB tm    220.20us/  9300.97ms (    395 GFLOPS   14|207    GB/s)
*** AMD     2499 E_5_2_2_16_4_4                                 arg  5 mem  18.01 GB tm     12.96us/  9300.98ms (      9 GFLOPS    5|10     GB/s)
*** AMD     2500 r_40_(start_pos+1)_16_8                        arg  3 mem  18.01 GB tm      8.56us/  9300.99ms (      5 GFLOPS    8|20     GB/s)
*** AMD     2501 r_5_2_4_(start_pos+1)                          arg  2 mem  18.01 GB tm      6.80us/  9301.00ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2502 r_5_2_4_(start_pos+1)n1                        arg  3 mem  18.01 GB tm      7.52us/  9301.00ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2503 E_5_(start_pos+1)_2_4                          arg  4 mem  18.01 GB tm      6.72us/  9301.01ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2504 r_5_2_8_16_4_(start_pos+1)                     arg  3 mem  18.01 GB tm      6.80us/  9301.02ms (      3 GFLOPS    9|9      GB/s)
*** AMD     2505 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.01 GB tm     66.48us/  9301.08ms (   2494 GFLOPS  223|1405   GB/s)
*** AMD     2506 r_16_320n1                                     arg  3 mem  18.01 GB tm     12.68us/  9301.10ms (      1 GFLOPS    3|3      GB/s)
*** AMD     2507 E_40_32_4n1                                    arg  5 mem  18.01 GB tm      6.40us/  9301.10ms (      8 GFLOPS   11|12     GB/s)
*** AMD     2508 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.01 GB tm    146.44us/  9301.25ms (   3849 GFLOPS  343|2169   GB/s)
*** AMD     2509 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.01 GB tm    143.00us/  9301.39ms (   3942 GFLOPS  352|2221   GB/s)
*** AMD     2510 E_136_32_4                                     arg  2 mem  18.01 GB tm      6.72us/  9301.40ms (     13 GFLOPS   21|21     GB/s)
*** AMD     2511 E_136_32_4n1                                   arg  3 mem  18.01 GB tm      6.20us/  9301.41ms (      3 GFLOPS   28|28     GB/s)
*** AMD     2512 q4k_gemv_partial_5120_17408_4                  arg  3 mem  18.01 GB tm    177.80us/  9301.58ms (   3170 GFLOPS  283|1786   GB/s)
*** AMD     2513 r_40_32_4_4                                    arg  4 mem  18.01 GB tm      6.76us/  9301.59ms (      4 GFLOPS   21|21     GB/s)
*** AMD     2514 r_16_320                                       arg  2 mem  18.01 GB tm     12.40us/  9301.60ms (      1 GFLOPS    2|2      GB/s)
*** AMD     2515 E_40_32_4                                      arg  4 mem  18.01 GB tm      6.56us/  9301.61ms (      7 GFLOPS    8|9      GB/s)
*** AMD     2516 r_8_32_4_20_4_2_32                             arg  5 mem  18.01 GB tm    668.56us/  9302.28ms (     83 GFLOPS    4|21     GB/s)
*** AMD     2517 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.01 GB tm     67.36us/  9302.35ms (   2461 GFLOPS  220|1387   GB/s)
*** AMD     2518 r_8_16_8                                       arg  2 mem  18.01 GB tm      6.56us/  9302.35ms (      1 GFLOPS    1|2      GB/s)
*** AMD     2519 r_40_16_8                                      arg  2 mem  18.01 GB tm      6.44us/  9302.36ms (      4 GFLOPS    3|10     GB/s)
*** AMD     2520 r_8_8_16_2_20_4_2_32                           arg  9 mem  18.01 GB tm    220.12us/  9302.58ms (    395 GFLOPS   14|207    GB/s)
*** AMD     2521 E_5_2_2_16_4_4                                 arg  5 mem  18.01 GB tm     12.88us/  9302.59ms (     10 GFLOPS    5|10     GB/s)
*** AMD     2522 r_40_(start_pos+1)_16_8                        arg  3 mem  18.01 GB tm      8.24us/  9302.60ms (      5 GFLOPS    8|21     GB/s)
*** AMD     2523 r_5_2_4_(start_pos+1)                          arg  2 mem  18.01 GB tm      6.80us/  9302.61ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2524 r_5_2_4_(start_pos+1)n1                        arg  3 mem  18.01 GB tm      7.48us/  9302.61ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2525 E_5_(start_pos+1)_2_4                          arg  4 mem  18.01 GB tm      6.36us/  9302.62ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2526 r_5_2_8_16_4_(start_pos+1)                     arg  3 mem  18.01 GB tm      7.08us/  9302.63ms (      3 GFLOPS    9|9      GB/s)
*** AMD     2527 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.01 GB tm     65.68us/  9302.69ms (   2524 GFLOPS  225|1422   GB/s)
*** AMD     2528 r_16_320n1                                     arg  3 mem  18.01 GB tm     13.20us/  9302.71ms (      1 GFLOPS    3|3      GB/s)
*** AMD     2529 E_40_32_4n1                                    arg  5 mem  18.01 GB tm      6.36us/  9302.71ms (      8 GFLOPS   11|12     GB/s)
*** AMD     2530 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.01 GB tm    145.96us/  9302.86ms (   3862 GFLOPS  345|2176   GB/s)
*** AMD     2531 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.01 GB tm    145.76us/  9303.00ms (   3867 GFLOPS  345|2179   GB/s)
*** AMD     2532 E_136_32_4                                     arg  2 mem  18.01 GB tm      6.72us/  9303.01ms (     13 GFLOPS   21|21     GB/s)
*** AMD     2533 E_136_32_4n1                                   arg  3 mem  18.01 GB tm      6.08us/  9303.02ms (      3 GFLOPS   29|29     GB/s)
*** AMD     2534 q4k_gemv_partial_5120_17408_4                  arg  3 mem  18.01 GB tm    176.56us/  9303.19ms (   3193 GFLOPS  285|1799   GB/s)
*** AMD     2535 r_40_32_4_4                                    arg  4 mem  18.01 GB tm      7.00us/  9303.20ms (      4 GFLOPS   20|20     GB/s)
*** AMD     2536 r_16_320                                       arg  2 mem  18.01 GB tm     12.28us/  9303.21ms (      1 GFLOPS    2|2      GB/s)
*** AMD     2537 E_40_32_4                                      arg  4 mem  18.01 GB tm      6.52us/  9303.22ms (      7 GFLOPS    8|9      GB/s)
*** AMD     2538 r_8_32_4_20_4_2_32                             arg  5 mem  18.01 GB tm    672.00us/  9303.89ms (     83 GFLOPS    4|21     GB/s)
*** AMD     2539 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.01 GB tm     67.04us/  9303.96ms (   2473 GFLOPS  221|1393   GB/s)
*** AMD     2540 r_8_16_8                                       arg  2 mem  18.01 GB tm      6.48us/  9303.96ms (      1 GFLOPS    1|2      GB/s)
*** AMD     2541 r_40_16_8                                      arg  2 mem  18.01 GB tm      6.52us/  9303.97ms (      4 GFLOPS    3|10     GB/s)
*** AMD     2542 r_8_8_16_2_20_2_2_2_32                         arg  9 mem  18.01 GB tm    227.84us/  9304.20ms (    438 GFLOPS   19|215    GB/s)
*** AMD     2543 E_5_2_2_16_4_4                                 arg  5 mem  18.01 GB tm     13.04us/  9304.21ms (      9 GFLOPS    5|10     GB/s)
*** AMD     2544 r_40_(start_pos+1)_16_8                        arg  3 mem  18.01 GB tm      8.52us/  9304.22ms (      5 GFLOPS    8|20     GB/s)
*** AMD     2545 r_5_2_4_(start_pos+1)                          arg  2 mem  18.01 GB tm      6.84us/  9304.23ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2546 r_5_2_4_(start_pos+1)n1                        arg  3 mem  18.01 GB tm      7.52us/  9304.24ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2547 E_5_(start_pos+1)_2_4                          arg  4 mem  18.01 GB tm      6.72us/  9304.24ms (      0 GFLOPS    0|0      GB/s)
*** AMD     2548 r_5_2_8_16_4_(start_pos+1)                     arg  3 mem  18.01 GB tm      6.72us/  9304.25ms (      3 GFLOPS    9|9      GB/s)
*** AMD     2549 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.01 GB tm     66.56us/  9304.32ms (   2491 GFLOPS  222|1403   GB/s)
*** AMD     2550 r_16_320n1                                     arg  3 mem  18.01 GB tm     13.12us/  9304.33ms (      1 GFLOPS    3|3      GB/s)
