AMDDevice: opening 0 with target (11, 0, 0) arch gfx1100
opened device AMD from pid:86789
opened device DISK:/home/ubuntu/models/Qwen3-14B-Q4_K_M.gguf from pid:86789
*** AMD        1 copy    8.38 GB,     AMD <- DISK:/h            arg  2 mem   9.00 GB tm   4867.61ms/  4867.61ms (      0 GFLOPS    2|2      GB/s)
opened device PYTHON from pid:86789
scheduled     2 kernels in    12.76 ms | CACHE MISS 6ad19580 |   29292 uops in cache | <frozen runpy>:88
*** AMD      439 E_toks_(start_pos+toks)                        arg  3 mem  16.74 GB tm      7.12us/  9083.36ms (      0 GFLOPS    0|0      GB/s)
*** AMD      440 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  16.74 GB tm    650.80us/  9084.01ms (    346 GFLOPS   24|67     GB/s)
*** AMD      441 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  16.74 GB tm    619.68us/  9084.63ms (     73 GFLOPS    6|14     GB/s)
*** AMD      442 r_40_toks_16_8                                 arg  2 mem  16.74 GB tm      8.12us/  9084.64ms (      3 GFLOPS    3|8      GB/s)
*** AMD      443 r_8_toks_16_8                                  arg  2 mem  16.74 GB tm      8.12us/  9084.65ms (      1 GFLOPS    1|2      GB/s)
*** AMD      444 E_5_toks_2_2_16_4_4                            arg  4 mem  16.74 GB tm      8.44us/  9084.66ms (      2 GFLOPS    6|6      GB/s)
*** AMD      445 E_toks_8_2_16_4                                arg  4 mem  16.74 GB tm      6.92us/  9084.66ms (      1 GFLOPS    1|2      GB/s)
*** AMD      446 E_5_toks_8_2_16_4                              arg  3 mem  16.74 GB tm     11.40us/  9084.67ms (      4 GFLOPS   11|11     GB/s)
*** AMD      447 r_toks_8_8_16_2_20_2_2_2_32                    arg  5 mem  16.77 GB tm    328.16us/  9085.00ms (    176 GFLOPS   15|85     GB/s)
*** AMD      448 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  16.77 GB tm      8.08us/  9085.01ms (      3 GFLOPS    6|11     GB/s)
*** AMD      449 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  16.77 GB tm      8.00us/  9085.02ms (      0 GFLOPS    0|0      GB/s)
*** AMD      450 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  16.77 GB tm      8.48us/  9085.03ms (      0 GFLOPS    0|0      GB/s)
*** AMD      451 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  16.77 GB tm      9.00us/  9085.04ms (      0 GFLOPS    0|0      GB/s)
*** AMD      452 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  16.77 GB tm      7.60us/  9085.04ms (      0 GFLOPS    0|0      GB/s)
*** AMD      453 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  16.77 GB tm      7.60us/  9085.05ms (      1 GFLOPS    6|6      GB/s)
*** AMD      454 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  16.77 GB tm    674.48us/  9085.73ms (    334 GFLOPS   23|65     GB/s)
*** AMD      455 r_toks_16_320n1                                arg  2 mem  16.77 GB tm     19.40us/  9085.75ms (      1 GFLOPS    1|1      GB/s)
*** AMD      456 E_toks_80_16_4n1                               arg  4 mem  16.77 GB tm      7.40us/  9085.75ms (      6 GFLOPS    8|9      GB/s)
*** AMD      457 r_toks_272_16_4_20_4_2_32                      arg  3 mem  16.77 GB tm    766.48us/  9086.52ms (    999 GFLOPS   66|195    GB/s)
*** AMD      458 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  16.77 GB tm    775.96us/  9087.30ms (    986 GFLOPS   66|192    GB/s)
*** AMD      459 r_toks_80_16_4_68_2_2_2_32                     arg  4 mem  16.77 GB tm   2922.52us/  9090.22ms (    336 GFLOPS   26|71     GB/s)
*** AMD      460 E_2n1                                          arg  2 mem  16.77 GB tm      6.80us/  9090.22ms (      0 GFLOPS    0|0      GB/s)
*** AMD      461 r_toks_16_320                                  arg  2 mem  16.77 GB tm     19.40us/  9090.24ms (      1 GFLOPS    1|1      GB/s)
*** AMD      462 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  16.77 GB tm      9.12us/  9090.25ms (      0 GFLOPS    0|0      GB/s)
*** AMD      463 r_toks_toks                                    arg  1 mem  16.77 GB tm      7.48us/  9090.26ms (      0 GFLOPS    0|0      GB/s)
*** AMD      464 E_toks_80_16_4                                 arg  4 mem  16.77 GB tm      7.28us/  9090.27ms (      6 GFLOPS    8|9      GB/s)
*** AMD      465 E_toks_(start_pos+toks)                        arg  3 mem  16.77 GB tm      6.60us/  9090.27ms (      0 GFLOPS    0|0      GB/s)
*** AMD      466 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  16.77 GB tm    651.72us/  9090.93ms (    345 GFLOPS   24|67     GB/s)
*** AMD      467 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  16.77 GB tm    607.24us/  9091.53ms (     74 GFLOPS    6|14     GB/s)
*** AMD      468 r_40_toks_16_8                                 arg  2 mem  16.77 GB tm      7.44us/  9091.54ms (      3 GFLOPS    3|9      GB/s)
*** AMD      469 r_8_toks_16_8                                  arg  2 mem  16.77 GB tm      7.44us/  9091.55ms (      1 GFLOPS    1|2      GB/s)
*** AMD      470 E_5_toks_2_2_16_4_4                            arg  4 mem  16.77 GB tm      7.48us/  9091.56ms (      3 GFLOPS    6|6      GB/s)
*** AMD      471 E_toks_8_2_16_4                                arg  4 mem  16.77 GB tm      6.76us/  9091.56ms (      1 GFLOPS    1|2      GB/s)
*** AMD      472 E_5_toks_8_2_16_4                              arg  3 mem  16.77 GB tm     10.80us/  9091.57ms (      4 GFLOPS   11|11     GB/s)
*** AMD      473 r_toks_8_8_16_2_20_2_2_2_32                    arg  5 mem  16.81 GB tm    322.88us/  9091.90ms (    179 GFLOPS   15|87     GB/s)
*** AMD      474 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  16.81 GB tm      7.96us/  9091.90ms (      3 GFLOPS    6|11     GB/s)
*** AMD      475 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  16.81 GB tm      7.76us/  9091.91ms (      0 GFLOPS    0|0      GB/s)
*** AMD      476 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  16.81 GB tm      7.88us/  9091.92ms (      0 GFLOPS    0|0      GB/s)
*** AMD      477 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  16.81 GB tm      8.32us/  9091.93ms (      0 GFLOPS    0|0      GB/s)
*** AMD      478 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  16.81 GB tm      7.16us/  9091.94ms (      0 GFLOPS    0|0      GB/s)
*** AMD      479 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  16.81 GB tm      7.56us/  9091.94ms (      1 GFLOPS    6|6      GB/s)
*** AMD      480 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  16.81 GB tm    674.68us/  9092.62ms (    334 GFLOPS   23|65     GB/s)
*** AMD      481 r_toks_16_320n1                                arg  2 mem  16.81 GB tm     19.32us/  9092.64ms (      1 GFLOPS    1|1      GB/s)
*** AMD      482 E_toks_80_16_4n1                               arg  4 mem  16.81 GB tm      7.44us/  9092.64ms (      6 GFLOPS    8|9      GB/s)
*** AMD      483 r_toks_272_16_4_20_4_2_32                      arg  3 mem  16.81 GB tm    756.60us/  9093.40ms (   1012 GFLOPS   67|197    GB/s)
*** AMD      484 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  16.81 GB tm    770.28us/  9094.17ms (    993 GFLOPS   66|194    GB/s)
*** AMD      485 r_toks_80_16_4_68_2_2_2_32                     arg  4 mem  16.81 GB tm   2883.12us/  9097.05ms (    340 GFLOPS   26|72     GB/s)
*** AMD      486 E_2n2                                          arg  2 mem  16.81 GB tm      5.96us/  9097.06ms (      0 GFLOPS    0|0      GB/s)
*** AMD      487 r_toks_16_320                                  arg  2 mem  16.81 GB tm     17.80us/  9097.08ms (      1 GFLOPS    1|1      GB/s)
*** AMD      488 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  16.81 GB tm      8.36us/  9097.09ms (      0 GFLOPS    0|0      GB/s)
*** AMD      489 r_toks_toks                                    arg  1 mem  16.81 GB tm      6.84us/  9097.09ms (      0 GFLOPS    0|0      GB/s)
*** AMD      490 E_toks_80_16_4                                 arg  4 mem  16.81 GB tm      7.04us/  9097.10ms (      7 GFLOPS    9|9      GB/s)
*** AMD      491 E_toks_(start_pos+toks)                        arg  3 mem  16.81 GB tm      6.08us/  9097.11ms (      0 GFLOPS    0|0      GB/s)
*** AMD      492 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  16.81 GB tm    604.20us/  9097.71ms (    373 GFLOPS   26|73     GB/s)
*** AMD      493 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  16.81 GB tm    567.32us/  9098.28ms (     79 GFLOPS    6|15     GB/s)
*** AMD      494 r_40_toks_16_8                                 arg  2 mem  16.81 GB tm      7.00us/  9098.29ms (      3 GFLOPS    3|10     GB/s)
*** AMD      495 r_8_toks_16_8                                  arg  2 mem  16.81 GB tm      6.84us/  9098.29ms (      1 GFLOPS    1|2      GB/s)
*** AMD      496 E_5_toks_2_2_16_4_4                            arg  4 mem  16.81 GB tm      6.84us/  9098.30ms (      3 GFLOPS    7|7      GB/s)
*** AMD      497 E_toks_8_2_16_4                                arg  4 mem  16.81 GB tm      6.24us/  9098.31ms (      1 GFLOPS    2|2      GB/s)
*** AMD      498 E_5_toks_8_2_16_4                              arg  3 mem  16.81 GB tm     10.08us/  9098.32ms (      5 GFLOPS   12|12     GB/s)
*** AMD      499 r_toks_8_8_16_2_20_2_2_2_32                    arg  5 mem  16.84 GB tm    298.84us/  9098.61ms (    193 GFLOPS   17|93     GB/s)
*** AMD      500 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  16.84 GB tm      6.72us/  9098.62ms (      3 GFLOPS    7|13     GB/s)
*** AMD      501 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  16.84 GB tm      7.68us/  9098.63ms (      0 GFLOPS    0|0      GB/s)
*** AMD      502 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  16.84 GB tm      7.20us/  9098.64ms (      0 GFLOPS    0|0      GB/s)
*** AMD      503 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  16.84 GB tm      8.16us/  9098.64ms (      0 GFLOPS    0|0      GB/s)
*** AMD      504 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  16.84 GB tm      7.00us/  9098.65ms (      0 GFLOPS    0|0      GB/s)
*** AMD      505 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  16.84 GB tm      7.44us/  9098.66ms (      1 GFLOPS    6|6      GB/s)
*** AMD      506 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  16.84 GB tm    655.84us/  9099.31ms (    343 GFLOPS   24|67     GB/s)
*** AMD      507 r_toks_16_320n1                                arg  2 mem  16.84 GB tm     19.08us/  9099.33ms (      1 GFLOPS    1|1      GB/s)
*** AMD      508 E_toks_80_16_4n1                               arg  4 mem  16.84 GB tm      7.16us/  9099.34ms (      6 GFLOPS    9|9      GB/s)
*** AMD      509 r_toks_272_16_4_20_4_2_32                      arg  3 mem  16.84 GB tm    742.40us/  9100.08ms (   1031 GFLOPS   69|201    GB/s)
*** AMD      510 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  16.84 GB tm    746.44us/  9100.83ms (   1025 GFLOPS   68|200    GB/s)
*** AMD      511 r_toks_80_16_4_68_2_2_2_32                     arg  4 mem  16.84 GB tm   2660.08us/  9103.49ms (    369 GFLOPS   28|78     GB/s)
*** AMD      512 E_2n1                                          arg  2 mem  16.84 GB tm      6.12us/  9103.50ms (      0 GFLOPS    0|0      GB/s)
*** AMD      513 r_toks_16_320                                  arg  2 mem  16.84 GB tm     17.28us/  9103.51ms (      1 GFLOPS    1|1      GB/s)
*** AMD      514 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  16.84 GB tm      8.08us/  9103.52ms (      0 GFLOPS    0|0      GB/s)
*** AMD      515 r_toks_toks                                    arg  1 mem  16.84 GB tm      6.36us/  9103.53ms (      0 GFLOPS    0|0      GB/s)
*** AMD      516 E_toks_80_16_4                                 arg  4 mem  16.84 GB tm      6.12us/  9103.53ms (      8 GFLOPS   10|11     GB/s)
*** AMD      517 E_toks_(start_pos+toks)                        arg  3 mem  16.84 GB tm      5.60us/  9103.54ms (      0 GFLOPS    0|0      GB/s)
*** AMD      518 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  16.84 GB tm    536.20us/  9104.07ms (    420 GFLOPS   29|82     GB/s)
*** AMD      519 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  16.84 GB tm    523.36us/  9104.60ms (     86 GFLOPS    7|17     GB/s)
*** AMD      520 r_40_toks_16_8                                 arg  2 mem  16.84 GB tm      6.36us/  9104.60ms (      4 GFLOPS    4|10     GB/s)
*** AMD      521 r_8_toks_16_8                                  arg  2 mem  16.84 GB tm      6.48us/  9104.61ms (      1 GFLOPS    1|2      GB/s)
*** AMD      522 E_5_toks_2_2_16_4_4                            arg  4 mem  16.84 GB tm      6.40us/  9104.62ms (      3 GFLOPS    7|7      GB/s)
*** AMD      523 E_toks_8_2_16_4                                arg  4 mem  16.84 GB tm      5.88us/  9104.62ms (      1 GFLOPS    2|2      GB/s)
*** AMD      524 E_5_toks_8_2_16_4                              arg  3 mem  16.84 GB tm      9.80us/  9104.63ms (      5 GFLOPS   13|13     GB/s)
*** AMD      525 r_toks_8_8_16_2_20_2_2_2_32                    arg  5 mem  16.87 GB tm    286.88us/  9104.92ms (    201 GFLOPS   17|97     GB/s)
*** AMD      526 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  16.87 GB tm      6.56us/  9104.93ms (      3 GFLOPS    7|14     GB/s)
*** AMD      527 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  16.87 GB tm      7.04us/  9104.93ms (      0 GFLOPS    0|0      GB/s)
*** AMD      528 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  16.87 GB tm      6.64us/  9104.94ms (      0 GFLOPS    0|0      GB/s)
*** AMD      529 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  16.87 GB tm      7.72us/  9104.95ms (      0 GFLOPS    0|0      GB/s)
*** AMD      530 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  16.87 GB tm      6.16us/  9104.95ms (      0 GFLOPS    0|0      GB/s)
*** AMD      531 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  16.87 GB tm      6.84us/  9104.96ms (      1 GFLOPS    7|7      GB/s)
*** AMD      532 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  16.87 GB tm    604.84us/  9105.57ms (    372 GFLOPS   26|73     GB/s)
*** AMD      533 r_toks_16_320n1                                arg  2 mem  16.87 GB tm     17.72us/  9105.58ms (      1 GFLOPS    1|1      GB/s)
*** AMD      534 E_toks_80_16_4n1                               arg  4 mem  16.87 GB tm      6.68us/  9105.59ms (      7 GFLOPS    9|10     GB/s)
*** AMD      535 r_toks_272_16_4_20_4_2_32                      arg  3 mem  16.87 GB tm    692.96us/  9106.28ms (   1104 GFLOPS   73|215    GB/s)
*** AMD      536 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  16.87 GB tm    681.36us/  9106.96ms (   1123 GFLOPS   75|219    GB/s)
*** AMD      537 r_toks_80_16_4_68_2_2_2_32                     arg  4 mem  16.88 GB tm   2551.04us/  9109.52ms (    385 GFLOPS   30|81     GB/s)
*** AMD      538 E_2n2                                          arg  2 mem  16.88 GB tm      5.80us/  9109.52ms (      0 GFLOPS    0|0      GB/s)
*** AMD      539 r_toks_16_320                                  arg  2 mem  16.88 GB tm     16.56us/  9109.54ms (      1 GFLOPS    1|1      GB/s)
*** AMD      540 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  16.88 GB tm      7.84us/  9109.55ms (      0 GFLOPS    0|0      GB/s)
*** AMD      541 r_toks_toks                                    arg  1 mem  16.88 GB tm      6.28us/  9109.55ms (      0 GFLOPS    0|0      GB/s)
*** AMD      542 E_toks_80_16_4                                 arg  4 mem  16.88 GB tm      5.96us/  9109.56ms (      8 GFLOPS   10|11     GB/s)
*** AMD      543 E_toks_(start_pos+toks)                        arg  3 mem  16.88 GB tm      5.56us/  9109.56ms (      0 GFLOPS    0|0      GB/s)
*** AMD      544 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  16.88 GB tm    530.08us/  9110.09ms (    425 GFLOPS   29|83     GB/s)
*** AMD      545 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  16.88 GB tm    502.92us/  9110.60ms (     90 GFLOPS    7|17     GB/s)
*** AMD      546 r_40_toks_16_8                                 arg  2 mem  16.88 GB tm      6.28us/  9110.60ms (      4 GFLOPS    4|11     GB/s)
*** AMD      547 r_8_toks_16_8                                  arg  2 mem  16.88 GB tm      6.28us/  9110.61ms (      1 GFLOPS    1|2      GB/s)
*** AMD      548 E_5_toks_2_2_16_4_4                            arg  4 mem  16.88 GB tm      6.28us/  9110.62ms (      3 GFLOPS    7|7      GB/s)
*** AMD      549 E_toks_8_2_16_4                                arg  4 mem  16.88 GB tm      6.00us/  9110.62ms (      1 GFLOPS    2|2      GB/s)
*** AMD      550 E_5_toks_8_2_16_4                              arg  3 mem  16.88 GB tm      9.44us/  9110.63ms (      5 GFLOPS   13|13     GB/s)
*** AMD      551 r_toks_8_8_16_2_20_4_2_32                      arg  5 mem  16.91 GB tm    195.36us/  9110.83ms (    230 GFLOPS   19|126    GB/s)
*** AMD      552 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  16.91 GB tm      7.60us/  9110.83ms (      3 GFLOPS    6|12     GB/s)
*** AMD      553 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  16.91 GB tm      7.84us/  9110.84ms (      0 GFLOPS    0|0      GB/s)
*** AMD      554 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  16.91 GB tm      7.40us/  9110.85ms (      0 GFLOPS    0|0      GB/s)
*** AMD      555 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  16.91 GB tm      8.40us/  9110.86ms (      0 GFLOPS    0|0      GB/s)
*** AMD      556 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  16.91 GB tm      6.84us/  9110.86ms (      0 GFLOPS    0|0      GB/s)
*** AMD      557 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  16.91 GB tm      7.44us/  9110.87ms (      1 GFLOPS    6|6      GB/s)
*** AMD      558 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  16.91 GB tm    664.64us/  9111.54ms (    339 GFLOPS   23|66     GB/s)
*** AMD      559 r_toks_16_320n1                                arg  2 mem  16.91 GB tm     19.08us/  9111.56ms (      1 GFLOPS    1|1      GB/s)
*** AMD      560 E_toks_80_16_4n1                               arg  4 mem  16.91 GB tm      7.24us/  9111.56ms (      6 GFLOPS    9|9      GB/s)
*** AMD      561 r_toks_272_16_4_20_4_2_32                      arg  3 mem  16.91 GB tm    748.04us/  9112.31ms (   1023 GFLOPS   68|199    GB/s)
*** AMD      562 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  16.91 GB tm    759.80us/  9113.07ms (   1007 GFLOPS   67|196    GB/s)
*** AMD      563 r_toks_80_16_4_68_4_2_32                       arg  4 mem  16.91 GB tm   2269.24us/  9115.34ms (    337 GFLOPS   23|66     GB/s)
*** AMD      564 E_2n3                                          arg  2 mem  16.91 GB tm     15.88us/  9115.36ms (      0 GFLOPS    0|0      GB/s)
*** AMD      565 r_toks_16_320                                  arg  2 mem  16.91 GB tm     20.16us/  9115.38ms (      1 GFLOPS    1|1      GB/s)
*** AMD      566 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  16.91 GB tm      9.36us/  9115.39ms (      0 GFLOPS    0|0      GB/s)
*** AMD      567 r_toks_toks                                    arg  1 mem  16.91 GB tm      7.96us/  9115.39ms (      0 GFLOPS    0|0      GB/s)
*** AMD      568 E_toks_80_16_4                                 arg  4 mem  16.91 GB tm      8.00us/  9115.40ms (      6 GFLOPS    8|8      GB/s)
*** AMD      569 E_toks_(start_pos+toks)                        arg  3 mem  16.91 GB tm      7.20us/  9115.41ms (      0 GFLOPS    0|0      GB/s)
*** AMD      570 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  16.91 GB tm    657.72us/  9116.07ms (    342 GFLOPS   23|67     GB/s)
*** AMD      571 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  16.91 GB tm    626.64us/  9116.69ms (     72 GFLOPS    6|14     GB/s)
*** AMD      572 r_40_toks_16_8                                 arg  2 mem  16.91 GB tm      8.08us/  9116.70ms (      3 GFLOPS    3|8      GB/s)
*** AMD      573 r_8_toks_16_8                                  arg  2 mem  16.91 GB tm      8.48us/  9116.71ms (      1 GFLOPS    1|2      GB/s)
*** AMD      574 E_5_toks_2_2_16_4_4                            arg  4 mem  16.91 GB tm      8.48us/  9116.72ms (      2 GFLOPS    5|5      GB/s)
*** AMD      575 E_toks_8_2_16_4                                arg  4 mem  16.91 GB tm      7.04us/  9116.72ms (      1 GFLOPS    1|2      GB/s)
*** AMD      576 E_5_toks_8_2_16_4                              arg  3 mem  16.91 GB tm     11.44us/  9116.74ms (      4 GFLOPS   11|11     GB/s)
*** AMD      577 r_toks_8_8_16_2_20_4_2_32                      arg  5 mem  16.94 GB tm    200.00us/  9116.94ms (    225 GFLOPS   18|123    GB/s)
*** AMD      578 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  16.94 GB tm      8.64us/  9116.94ms (      3 GFLOPS    5|10     GB/s)
*** AMD      579 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  16.94 GB tm      8.04us/  9116.95ms (      0 GFLOPS    0|0      GB/s)
*** AMD      580 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  16.94 GB tm      8.60us/  9116.96ms (      0 GFLOPS    0|0      GB/s)
*** AMD      581 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  16.94 GB tm      9.16us/  9116.97ms (      0 GFLOPS    0|0      GB/s)
*** AMD      582 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  16.94 GB tm      7.60us/  9116.98ms (      0 GFLOPS    0|0      GB/s)
*** AMD      583 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  16.94 GB tm      7.64us/  9116.99ms (      1 GFLOPS    6|6      GB/s)
*** AMD      584 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  16.94 GB tm    670.48us/  9117.66ms (    336 GFLOPS   23|65     GB/s)
*** AMD      585 r_toks_16_320n1                                arg  2 mem  16.94 GB tm     19.12us/  9117.68ms (      1 GFLOPS    1|1      GB/s)
*** AMD      586 E_toks_80_16_4n1                               arg  4 mem  16.94 GB tm      7.40us/  9117.68ms (      6 GFLOPS    8|9      GB/s)
*** AMD      587 r_toks_272_16_4_20_4_2_32                      arg  3 mem  16.94 GB tm    773.44us/  9118.46ms (    990 GFLOPS   66|193    GB/s)
*** AMD      588 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  16.94 GB tm    763.08us/  9119.22ms (   1003 GFLOPS   67|195    GB/s)
*** AMD      589 r_toks_80_16_4_68_4_2_32                       arg  4 mem  16.94 GB tm   2210.48us/  9121.43ms (    346 GFLOPS   24|67     GB/s)
*** AMD      590 E_2n2                                          arg  2 mem  16.94 GB tm      7.36us/  9121.44ms (      0 GFLOPS    0|0      GB/s)
*** AMD      591 r_toks_16_320                                  arg  2 mem  16.94 GB tm     19.52us/  9121.46ms (      1 GFLOPS    1|1      GB/s)
*** AMD      592 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  16.94 GB tm      9.24us/  9121.47ms (      0 GFLOPS    0|0      GB/s)
*** AMD      593 r_toks_toks                                    arg  1 mem  16.94 GB tm      7.40us/  9121.47ms (      0 GFLOPS    0|0      GB/s)
*** AMD      594 E_toks_80_16_4                                 arg  4 mem  16.94 GB tm      6.92us/  9121.48ms (      7 GFLOPS    9|10     GB/s)
*** AMD      595 E_toks_(start_pos+toks)                        arg  3 mem  16.94 GB tm      6.80us/  9121.49ms (      0 GFLOPS    0|0      GB/s)
*** AMD      596 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  16.94 GB tm    656.08us/  9122.14ms (    343 GFLOPS   24|67     GB/s)
*** AMD      597 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  16.94 GB tm    601.80us/  9122.75ms (     75 GFLOPS    6|15     GB/s)
*** AMD      598 r_40_toks_16_8                                 arg  2 mem  16.94 GB tm      7.52us/  9122.75ms (      3 GFLOPS    3|9      GB/s)
*** AMD      599 r_8_toks_16_8                                  arg  2 mem  16.94 GB tm      7.32us/  9122.76ms (      1 GFLOPS    1|2      GB/s)
*** AMD      600 E_5_toks_2_2_16_4_4                            arg  4 mem  16.94 GB tm      7.40us/  9122.77ms (      3 GFLOPS    6|6      GB/s)
*** AMD      601 E_toks_8_2_16_4                                arg  4 mem  16.94 GB tm      6.80us/  9122.77ms (      1 GFLOPS    1|2      GB/s)
*** AMD      602 E_5_toks_8_2_16_4                              arg  3 mem  16.94 GB tm     10.84us/  9122.78ms (      4 GFLOPS   11|11     GB/s)
*** AMD      603 r_toks_8_8_16_2_20_2_2_2_32                    arg  5 mem  16.98 GB tm    322.08us/  9123.11ms (    179 GFLOPS   16|87     GB/s)
*** AMD      604 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  16.98 GB tm      7.84us/  9123.11ms (      3 GFLOPS    6|11     GB/s)
*** AMD      605 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  16.98 GB tm      7.84us/  9123.12ms (      0 GFLOPS    0|0      GB/s)
*** AMD      606 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  16.98 GB tm      7.92us/  9123.13ms (      0 GFLOPS    0|0      GB/s)
*** AMD      607 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  16.98 GB tm      8.48us/  9123.14ms (      0 GFLOPS    0|0      GB/s)
*** AMD      608 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  16.98 GB tm      6.80us/  9123.15ms (      0 GFLOPS    0|0      GB/s)
*** AMD      609 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  16.98 GB tm      7.52us/  9123.15ms (      1 GFLOPS    6|6      GB/s)
*** AMD      610 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  16.98 GB tm    672.16us/  9123.83ms (    335 GFLOPS   23|65     GB/s)
*** AMD      611 r_toks_16_320n1                                arg  2 mem  16.98 GB tm     19.36us/  9123.84ms (      1 GFLOPS    1|1      GB/s)
*** AMD      612 E_toks_80_16_4n1                               arg  4 mem  16.98 GB tm      7.36us/  9123.85ms (      6 GFLOPS    8|9      GB/s)
*** AMD      613 r_toks_272_16_4_20_4_2_32                      arg  3 mem  16.98 GB tm    764.88us/  9124.62ms (   1001 GFLOPS   66|195    GB/s)
*** AMD      614 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  16.98 GB tm    767.96us/  9125.39ms (    997 GFLOPS   66|194    GB/s)
*** AMD      615 r_toks_80_16_4_68_2_2_2_32                     arg  4 mem  16.98 GB tm   2915.80us/  9128.30ms (    337 GFLOPS   26|71     GB/s)
*** AMD      616 E_2n4                                          arg  2 mem  16.98 GB tm      6.12us/  9128.31ms (      0 GFLOPS    0|0      GB/s)
*** AMD      617 r_toks_16_320                                  arg  2 mem  16.98 GB tm     18.20us/  9128.33ms (      1 GFLOPS    1|1      GB/s)
*** AMD      618 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  16.98 GB tm      8.68us/  9128.33ms (      0 GFLOPS    0|0      GB/s)
